name,avg_seed,avg_ht,avg_age,avg_rank,avg_rank_pts,avg_aces,avg_dfs,avg_svps,avg_1stIn,avg_1stWon,avg_2ndWon,avg_SvGms,avg_bpSaved,avg_bpFaced,matchesPlayed
Goran Tosic,0.0,0.0,26.5735797399,596.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Arturs Lazdins,0.0,0.0,18.3066392882,734.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Peter Torebko,0.0,0.0,23.6057494867,313.0,142.0,12.0,4.0,100.0,56.0,38.0,22.0,17.0,4.0,9.0,1.0
Mark Hilton,0.0,170.0,22.3527264431,419.166666667,77.1666666667,2.83333333333,5.5,66.8333333333,40.1666666667,26.8333333333,12.5,10.5,4.66666666667,7.66666666667,6.0
Milos Sekulic,0.0,0.0,23.9425051335,891.0,16.0,2.0,5.0,55.0,27.0,16.0,10.0,7.0,4.0,8.0,1.0
Josko Topic,0.0,0.0,29.620807666,605.0,41.0,1.0,12.0,57.0,33.0,16.0,5.0,7.0,5.0,12.0,1.0
Markus Kerner,0.0,0.0,18.3572895277,1343.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mahammad Abid,0.0,0.0,20.438056126,0.0,0.0,0.2,0.4,6.4,3.2,1.6,0.0,1.2,0.6,1.8,5.0
Lawal Shehu,0.0,0.0,22.4969199179,1210.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sandro Ehrat,0.0,180.0,21.2457221081,427.0,82.0,3.0,2.0,46.0,19.0,11.0,11.0,9.0,1.0,6.0,1.0
James Greenhalgh,0.0,183.0,25.1197809719,766.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andres Bucaro,0.0,0.0,22.758384668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Henrik Sillanpaa,0.0,0.0,24.0451745379,569.5,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Dean Obrien,0.0,0.0,23.4360027379,563.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Brian Baker,0.133333333333,190.0,25.9427789185,250.316666667,336.483333333,4.95,4.3,86.5833333333,53.9,37.25,15.8333333333,13.25,4.33333333333,7.66666666667,60.0
Sebastien Lareau,0.0,183.0,27.4895619439,126.59375,316.0625,4.6875,2.96875,66.59375,40.78125,28.28125,12.53125,10.1875,3.46875,6.0625,32.0
Mahmoud Nader Al Baloushi,0.0,0.0,27.7481177276,0.0,0.0,1.0,4.0,52.0,35.0,16.0,5.0,7.0,5.0,10.0,1.0
Jan Hajek,0.0,180.0,27.09770705,101.589285714,519.696428571,2.86607142857,1.78571428571,63.2589285714,39.6339285714,25.2410714286,11.1160714286,9.67857142857,4.10714285714,7.32142857143,112.0
Carl Soderlund,0.0,0.0,19.1047227926,479.0,79.0,1.5,2.5,69.5,41.5,26.5,12.0,11.5,3.5,8.5,2.0
Jirat Navasirisomboon,0.0,0.0,20.2026009582,997.0,12.0,1.0,5.0,121.0,84.0,60.0,21.0,20.0,8.0,11.0,1.0
Dominic Thiem,3.9488372093,0.0,21.8270251341,71.5860465116,1669.92093023,5.47906976744,2.68372093023,76.0930232558,44.711627907,32.8697674419,16.6976744186,12.1720930233,3.46046511628,5.68837209302,215.0
Kevin Kim,0.608695652174,180.0,27.6358063268,107.31884058,456.086956522,4.86231884058,3.32608695652,73.8623188406,42.9492753623,30.0072463768,14.2898550725,11.4927536232,3.89855072464,7.15217391304,138.0
Dekel Valtzer,0.0,0.0,21.7850787132,441.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Leonardo Azzaro,0.0,188.0,28.0164271047,312.333333333,108.666666667,2.66666666667,0.666666666667,74.6666666667,48.0,33.3333333333,13.3333333333,11.3333333333,6.0,9.0,3.0
Mohamed Safwat,0.0,183.0,22.8911704312,401.428571429,156.642857143,2.21428571429,1.07142857143,40.8571428571,25.0714285714,16.2142857143,7.64285714286,6.57142857143,1.78571428571,4.07142857143,14.0
Mikelis Libietis,0.0,0.0,22.4558521561,766.428571429,41.0,6.42857142857,3.42857142857,58.1428571429,34.7142857143,23.2857142857,10.7142857143,8.0,5.0,7.42857142857,7.0
Diego Hartfield,0.0,185.0,26.3943417751,100.933333333,428.644444444,3.73333333333,2.82222222222,74.7555555556,48.6222222222,31.9111111111,12.5777777778,11.3555555556,4.13333333333,7.26666666667,45.0
Frank Dancevic,0.241573033708,185.0,24.3516753955,169.056179775,379.460674157,6.94943820225,1.93820224719,65.5842696629,39.5280898876,28.7078651685,13.1404494382,10.2865168539,3.43258426966,5.63483146067,178.0
Siu Fai Kelvin Lam,0.0,0.0,16.1478439425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Will Farah Lebar,0.0,0.0,26.6803559206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Aivaras Balzekas,0.0,0.0,18.1601642711,1307.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Yasutaka Uchiyama,0.0,0.0,22.5861738535,269.4,185.4,3.4,0.8,31.0,19.8,14.4,7.2,5.8,0.4,1.4,5.0
Luis Javier Cuellar Contreras,0.0,0.0,19.1403148528,1507.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Clint Bowles,0.0,0.0,19.2361396304,1401.0,2.0,0.0,1.0,60.0,42.0,22.0,6.0,9.0,4.0,10.0,1.0
Luka Belic,0.0,0.0,18.7643166781,1002.33333333,14.6666666667,4.0,3.33333333333,67.0,40.6666666667,26.0,10.6666666667,10.0,5.66666666667,10.0,3.0
Egor Gerasimov,0.0,0.0,22.4073760921,287.941176471,181.0,3.17647058824,1.58823529412,34.5294117647,21.8235294118,16.2941176471,5.76470588235,5.29411764706,1.29411764706,2.17647058824,17.0
Radoslaw Nijaki,0.0,0.0,20.9664613278,999.5,6.0,1.0,3.0,19.0,10.0,6.0,4.0,1.5,3.5,4.0,2.0
Eyal Ran,0.0,183.0,27.4223134839,384.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Martin Vilarrubi,0.0,0.0,19.2117727584,943.8,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Louk Sorensen,0.0,175.0,24.9214112376,360.272727273,127.272727273,3.45454545455,1.09090909091,40.2727272727,25.7272727273,18.6363636364,7.63636363636,6.81818181818,1.27272727273,2.81818181818,11.0
Melle Van Gemerden,0.0,183.0,26.2475648923,215.076923077,223.076923077,3.92307692308,2.84615384615,55.5384615385,31.2307692308,21.7692307692,13.1538461538,9.0,3.07692307692,5.30769230769,13.0
Rhyne Williams,0.0,0.0,22.3246543463,160.32,372.16,8.68,3.08,80.24,47.84,34.4,15.64,12.8,3.96,7.12,25.0
Ariel Behar,0.0,0.0,22.3650467716,1038.66666667,10.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Gorka Fraile,0.0,180.0,27.7700205339,312.714285714,166.285714286,0.571428571429,1.0,76.1428571429,56.7142857143,33.8571428571,8.14285714286,11.8571428571,4.14285714286,9.0,7.0
Stefan Koubek,0.755102040816,175.0,27.1996186565,77.0510204082,582.974489796,3.38010204082,2.95408163265,72.4260204082,43.362244898,28.7321428571,14.7576530612,11.2142857143,4.24234693878,7.35714285714,392.0
Relja Fiser Dulic,0.0,0.0,25.5414099932,370.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Yong Il Yoon,0.0,175.0,27.5012548483,227.0,170.0,2.25,1.91666666667,47.9166666667,25.5833333333,17.3333333333,11.25,7.16666666667,2.66666666667,4.5,12.0
Denis Shapovalov,0.0,0.0,17.4702258727,304.0,170.833333333,7.5,4.33333333333,81.6666666667,43.6666666667,32.6666666667,19.0,12.6666666667,3.83333333333,6.5,6.0
Philip Wilbert Major,0.0,0.0,20.9144421629,0.0,0.0,3.5,3.0,115.5,73.5,43.5,15.5,15.5,7.5,15.5,2.0
David Martin,0.0,185.0,26.5845311431,725.0,21.0,2.0,6.0,69.0,38.0,22.0,9.0,8.0,9.0,15.0,1.0
Nutthanon Kadchapanan,0.0,0.0,20.6789869952,1581.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
George Bastl,0.0,183.0,27.7222528283,129.130081301,347.87804878,4.89430894309,2.65853658537,70.1869918699,45.4715447154,30.4552845528,11.6829268293,10.7317073171,4.10569105691,7.09756097561,123.0
Guillaume Rufin,0.0,188.0,21.9197311928,158.113636364,418.545454545,7.11363636364,4.79545454545,92.1363636364,50.2045454545,35.0454545455,20.7272727273,13.7727272727,5.63636363636,9.20454545455,44.0
Marcelo Demoliner,0.0,0.0,24.7492584988,885.333333333,54.0,5.33333333333,3.33333333333,62.3333333333,37.6666666667,27.6666666667,11.3333333333,10.3333333333,3.33333333333,5.66666666667,3.0
Srinath Prahlad,0.0,0.0,27.5208761123,385.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Oskar Saarne,0.0,0.0,19.9397672827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pavel Katliarov,0.0,0.0,20.3915126626,977.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Guillaume Raoux,0.0,180.0,30.1327857632,234.5,151.5,5.5,2.5,110.5,57.0,40.0,30.5,17.0,5.0,8.5,2.0
Wishaya Trongcharoenchaikul,0.0,0.0,19.4113620808,915.857142857,15.1428571429,2.71428571429,5.0,53.7142857143,30.0,19.7142857143,12.0,8.0,4.0,6.28571428571,7.0
Tsung Hua Yang,0.0,0.0,20.7105317978,303.304347826,169.130434783,1.69565217391,0.608695652174,20.2173913043,11.8695652174,8.47826086957,4.30434782609,3.08695652174,1.17391304348,1.82608695652,23.0
Alessio Di Mauro,0.0,185.0,28.7927956946,108.862745098,400.509803922,3.70588235294,2.11764705882,73.7647058824,42.6274509804,27.1764705882,14.4509803922,11.1176470588,4.64705882353,8.54901960784,51.0
Ekkarin Pisuth Arnonth,0.0,0.0,24.0219028063,920.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Luis Diego Nunez,0.0,0.0,26.1273100616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Eric Nunez,0.0,0.0,22.8145106092,531.0,42.0,3.0,2.0,94.0,51.0,26.0,28.0,11.0,10.0,13.0,1.0
Matthias Bachinger,0.0,188.0,25.0832382691,132.333333333,451.944444444,6.58333333333,2.86111111111,78.2777777778,45.7638888889,33.0833333333,15.4583333333,12.0694444444,4.34722222222,7.19444444444,72.0
Roberto Ortega Olmedo,0.0,0.0,25.0896646133,310.0,157.0,3.0,2.0,60.0,31.0,21.0,17.0,9.0,7.0,9.0,1.0
Victor Romero,0.0,0.0,26.4558521561,495.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jens Knippschild,0.0,190.0,25.9005247547,120.261904762,343.19047619,6.30952380952,3.38095238095,82.9761904762,42.8095238095,30.9285714286,19.0952380952,12.7857142857,5.0,8.5,42.0
Dusan Lojda,0.0,0.0,22.4777549624,169.0,285.0,1.0,4.0,70.0,40.0,26.0,9.0,11.0,4.0,10.0,1.0
Ricardas Berankis,0.101910828025,175.0,23.231187085,117.050955414,541.261146497,4.31210191083,3.23566878981,70.2866242038,38.7388535032,27.7261146497,16.2675159236,10.8025477707,3.66878980892,6.05732484076,157.0
Somdev Devvarman,0.166666666667,180.0,26.5660696631,181.819444444,447.006944444,3.11805555556,1.4375,63.2708333333,38.1666666667,25.5,12.4305555556,9.5625,3.70833333333,6.32638888889,144.0
Salvatore Caruso,0.0,0.0,23.3976728268,251.0,206.0,0.0,3.0,42.0,27.0,15.0,2.0,7.0,3.0,8.0,1.0
Hao Lu,0.0,0.0,20.6310746065,888.833333333,12.8333333333,0.333333333333,1.33333333333,24.1666666667,15.5,9.66666666667,4.16666666667,3.66666666667,1.5,2.66666666667,6.0
Attila Balazs,0.0,180.0,23.0002083147,316.260869565,166.130434783,1.0,1.08695652174,28.5652173913,16.5217391304,10.9565217391,6.26086956522,4.30434782609,1.82608695652,2.95652173913,23.0
Grega Zemlja,0.734693877551,183.0,25.1389459274,139.551020408,524.479591837,5.34693877551,2.10204081633,59.1020408163,34.6734693878,24.8469387755,12.0204081633,9.10204081633,3.40816326531,5.5306122449,98.0
Dennis Novak,0.0,0.0,22.1314168378,265.625,212.125,4.375,4.25,84.875,51.625,34.875,14.375,12.5,6.25,10.125,8.0
Dineshkanthan Thangarajah,0.0,0.0,21.7459063866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Alti Vahkal,0.0,0.0,27.8898015058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Alexandar Lazarov,0.0,0.0,18.3134839151,0.0,0.0,7.0,6.0,103.0,53.0,37.5,24.0,14.0,8.5,12.5,2.0
Michael Chang,1.5985915493,175.0,29.1750971262,58.4154929577,780.253521127,3.72535211268,1.7323943662,78.8521126761,44.2746478873,30.7042253521,17.1126760563,12.1971830986,4.2676056338,7.46478873239,142.0
Phillip Harboe,0.0,0.0,22.5352498289,610.0,30.0,3.0,2.0,90.0,56.0,36.0,17.0,13.0,6.0,10.0,1.0
Ilya Ivashka,0.0,0.0,22.5297741273,214.625,273.0,6.0,4.875,113.125,70.0,48.125,19.5,17.375,5.75,10.5,8.0
Pau Gerbaud Farras,0.0,0.0,19.4579055441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Egor Matvievici,0.0,0.0,18.4065708419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vaja Uzakov,0.0,0.0,20.9463837554,950.5,15.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Rares Cuzdriorean,0.0,0.0,25.0518822724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Paul Goldstein,1.16363636364,178.0,27.3642876403,92.6060606061,448.212121212,2.30303030303,2.63636363636,74.7333333333,45.8484848485,29.7515151515,14.0060606061,11.1454545455,4.81818181818,8.16363636364,165.0
Martin Rmus,0.0,0.0,19.3429158111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Quang Huy Ngo,0.0,0.0,29.9219712526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Valentin Dimov,0.0,0.0,20.8158795345,762.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Todor Enev,0.0,0.0,23.9120316638,513.652173913,63.8695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Juan Pablo Brzezicki,0.0,178.0,25.6243440566,135.833333333,351.083333333,1.70833333333,2.29166666667,79.1666666667,51.3333333333,30.8333333333,13.6666666667,11.75,5.58333333333,9.79166666667,24.0
Genaro Deleon,0.0,0.0,30.1501254849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Adam Pavlasek,0.0,0.0,21.8398357289,112.428571429,532.571428571,7.0,3.28571428571,92.7142857143,56.1428571429,39.7142857143,17.5714285714,14.1428571429,5.0,8.28571428571,7.0
Rabie Chaki,0.0,0.0,25.2156057495,444.0,74.5,0.4,0.5,15.3,10.1,5.9,2.8,2.2,1.0,1.8,10.0
Jhonnatan Medina Alvarez,0.0,0.0,23.7113728881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Juan Ignacio Londero,0.0,0.0,20.4134154688,378.5,155.0,1.0,1.0,62.0,37.0,23.5,17.5,10.5,3.0,5.5,2.0
Ivan Ljubicic,3.75797101449,193.0,26.6861450863,31.7898550725,1366.3826087,11.4507246377,2.32173913043,76.4246376812,44.7536231884,34.747826087,16.4550724638,12.1188405797,3.25797101449,4.99565217391,690.0
Dimitar Kuzmanov,0.0,0.0,21.1177898077,464.909090909,113.0,1.0,1.36363636364,32.8181818182,20.9090909091,14.0909090909,5.72727272727,5.36363636364,1.27272727273,2.72727272727,11.0
Sam Querrey,4.35619047619,198.0,23.9615240703,51.1333333333,1103.08952381,11.7485714286,3.23238095238,78.2076190476,46.2971428571,36.2457142857,16.1066666667,12.6,3.31428571429,5.26285714286,525.0
Martin Verkerk,3.34375,196.0,25.1012577002,125.9609375,810.1875,11.6640625,4.625,77.1484375,45.8671875,34.8671875,15.6796875,12.1015625,3.6484375,5.7421875,128.0
Leonardo Tavares,0.0,0.0,22.4496159404,553.333333333,74.0555555556,0.444444444444,0.611111111111,16.4444444444,9.88888888889,6.38888888889,3.05555555556,2.38888888889,1.66666666667,2.33333333333,18.0
Viktor Filipenko,0.0,0.0,21.401779603,794.333333333,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Kristof Vliegen,0.915492957746,193.0,24.3205599098,89.9671361502,552.971830986,5.23943661972,2.03755868545,69.7183098592,42.676056338,29.5727699531,13.5539906103,10.9389671362,3.58215962441,6.34741784038,213.0
Stephane Bohli,0.0,185.0,25.6597459883,194.407407407,307.814814815,5.0,2.07407407407,60.1851851852,33.1481481481,23.8148148148,13.7037037037,9.33333333333,3.07407407407,5.25925925926,27.0
Dawid Olejniczak,0.0,0.0,24.6984941821,329.125,117.75,1.625,1.5,26.375,14.75,10.25,5.0,4.125,1.5,2.875,8.0
Wesley Moodie,0.472868217054,196.0,26.2161947058,114.76744186,389.046511628,9.36434108527,2.6511627907,69.1860465116,47.6976744186,35.0775193798,11.0310077519,10.9302325581,3.03875968992,4.80620155039,129.0
Mariano Hood,0.0,178.0,26.9278576318,229.0,101.0,1.6,0.4,67.8,45.2,31.4,10.4,10.2,4.6,7.6,5.0
Tomislav Brkic,0.0,0.0,24.5947220321,352.888888889,135.888888889,3.0,1.11111111111,41.5555555556,28.3333333333,20.3333333333,6.88888888889,6.44444444444,1.55555555556,2.66666666667,9.0
Gerald Melzer,0.0,0.0,25.0270716798,175.482758621,440.275862069,3.0,2.68965517241,74.4482758621,48.5172413793,31.3448275862,12.1379310345,11.1724137931,5.03448275862,8.34482758621,29.0
Shendrit Deari,0.0,0.0,20.5886379192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Yu Jr Wang,0.0,0.0,22.5134660596,458.434782609,44.6956521739,0.434782608696,0.695652173913,14.4782608696,9.91304347826,6.47826086957,1.78260869565,1.95652173913,0.782608695652,1.4347826087,23.0
David Miketa,0.0,183.0,25.1197809719,208.0,161.0,2.0,5.0,97.0,67.0,43.0,15.0,15.0,5.0,10.0,1.0
Santiago Maresca,0.0,0.0,20.3208761123,1530.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Pruchya Isarow,0.0,0.0,19.5838466803,785.928571429,19.2142857143,4.57142857143,2.28571428571,37.7142857143,20.2857142857,15.5,9.71428571429,6.21428571429,1.14285714286,2.14285714286,14.0
Ervin Eleskovic,0.0,0.0,20.4467674694,583.363636364,45.8181818182,4.45454545455,4.54545454545,54.1818181818,29.6363636364,20.8181818182,10.0,8.27272727273,3.18181818182,5.81818181818,11.0
Stefano Tarallo,0.0,185.0,24.5503080082,0.0,0.0,3.0,5.5,68.0,45.0,29.0,10.0,9.5,4.5,7.0,2.0
Hazuan Hizan,0.0,0.0,22.7608487337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Luis Manuel Flores,0.0,0.0,19.8583162218,981.25,27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Luis Adrian Morejon,0.0,178.0,28.1305954826,385.5,78.9,0.0,0.2,4.7,3.1,1.5,0.5,0.7,0.4,0.9,10.0
Reilly Opelka,0.0,0.0,18.945927447,628.636363636,78.0909090909,14.0909090909,4.18181818182,89.9090909091,52.2727272727,40.8181818182,21.9090909091,13.9090909091,3.27272727273,4.45454545455,11.0
Nicolas Lapentti,3.23325062035,188.0,27.3910354069,54.1141439206,944.702233251,4.6253101737,2.30024813896,72.9255583127,43.6799007444,30.8362282878,14.2506203474,11.3052109181,3.83622828784,6.56327543424,403.0
Gabriel Trujillo Soler,0.0,0.0,29.2356833219,244.0,168.333333333,3.66666666667,2.0,60.6666666667,38.6666666667,25.6666666667,12.0,10.6666666667,2.66666666667,5.66666666667,3.0
Abdul Mumin Babalola,0.0,0.0,22.3901437372,736.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Dovydas Sakinis,0.0,0.0,18.6666666667,886.0,3.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Juan Sebastian Vivanco,0.0,0.0,21.4127310062,865.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mehdi Bouabbane,0.0,0.0,18.6967830253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Simon Larose,0.0,190.0,24.2933880903,341.32,97.44,2.64,1.48,34.68,20.2,13.08,7.04,5.36,1.96,3.76,25.0
Reda El Amrani,0.0,185.0,22.970568104,360.625,131.0625,5.0,4.0625,57.6875,32.4375,22.75,11.625,8.0625,4.8125,6.8125,16.0
Stefano Galvani,0.0181818181818,178.0,27.4646257233,132.618181818,299.072727273,2.61818181818,4.36363636364,82.6181818182,48.6181818182,32.0,16.7636363636,12.6,4.30909090909,8.05454545455,55.0
Santiago Giraldo,1.59942363112,188.0,24.8853751822,71.0778097983,776.406340058,3.34582132565,1.31412103746,69.878962536,44.492795389,30.3775216138,12.9711815562,10.7377521614,3.66858789625,6.11239193084,347.0
Alexander Slabinsky,0.0,185.0,23.7754962354,443.5,77.5,6.0,2.5,61.0,34.0,26.5,12.0,9.5,3.0,5.5,2.0
Dominic Inglot,0.0,0.0,27.0431211499,470.5,6.0,11.0,2.5,65.5,41.5,30.5,9.5,10.5,7.5,10.0,2.0
Omar Hedayet,0.0,0.0,21.2977412731,642.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Joris De Loore,0.0,0.0,23.4428473648,182.0,313.0,13.0,2.5,88.5,54.5,44.5,18.0,14.5,3.0,4.5,2.0
Yazan Al Kasim,0.0,0.0,16.6324435318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Guillem Burniol,0.0,0.0,21.659137577,497.0,48.5,2.5,6.5,70.5,39.5,25.0,10.0,10.5,8.5,14.0,2.0
Agustin Velotti,0.0,0.0,21.0203057267,371.666666667,169.0,2.33333333333,1.33333333333,62.3333333333,34.0,20.0,11.0,8.33333333333,6.33333333333,10.3333333333,3.0
Kevin Anderson,6.04513064133,203.0,26.7483664753,40.674584323,1356.36579572,11.5059382423,3.00237529691,78.4133016627,50.6460807601,38.539192399,14.6627078385,12.6437054632,3.432304038,5.23040380048,421.0
Marcelo Filippini,0.0,178.0,32.9623545517,415.5,57.5,2.0,1.5,69.5,44.0,25.0,11.5,9.5,6.5,11.0,2.0
Jimmy Wang,0.0,178.0,22.8106345507,183.831460674,302.202247191,2.60674157303,1.6404494382,61.4831460674,37.9550561798,24.7078651685,11.7865168539,9.26966292135,4.02247191011,6.70786516854,89.0
Thien Nguyen Hoang,0.0,0.0,20.2529089665,360.75,0.75,2.75,4.0,70.625,38.875,25.0,14.375,10.375,4.875,8.75,8.0
Kasper Warming,0.0,0.0,26.2012320329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nathan Pasha,0.0,0.0,22.0150581793,1187.0,6.0,6.0,10.0,60.0,29.0,21.0,10.0,10.0,0.0,4.0,1.0
Amir Weintraub,0.0,188.0,26.9083442225,223.954545455,236.272727273,1.22727272727,0.954545454545,27.8181818182,18.5454545455,12.5454545455,4.22727272727,4.31818181818,1.22727272727,2.45454545455,22.0
Daniel Llarenas,0.0,0.0,23.7344284736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Glenn Weiner,0.0,188.0,27.4887519963,207.533333333,217.4,8.6,4.46666666667,72.3,40.9,30.3,14.5333333333,11.9,3.23333333333,6.3,30.0
Adam Thompson,0.0,0.0,24.2880219028,888.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Daniel Danilovic,0.0,0.0,20.8323066393,532.0,85.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Edgar Hernandez Perez,0.0,0.0,20.7419575633,1103.28571429,2.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Yoshihito Nishioka,0.0,0.0,20.5100768119,117.388888889,517.944444444,1.97222222222,2.25,75.4166666667,45.3055555556,29.2777777778,15.6944444444,11.8333333333,4.69444444444,8.16666666667,36.0
Erling Tveit,0.0,0.0,22.1848049281,615.857142857,12.7142857143,0.714285714286,0.285714285714,9.57142857143,6.14285714286,3.42857142857,1.28571428571,1.42857142857,0.428571428571,1.14285714286,7.0
Lucas Gomez,0.0,0.0,20.1037341243,732.0,49.1111111111,1.22222222222,2.66666666667,45.6666666667,26.6666666667,15.8888888889,8.66666666667,7.66666666667,2.55555555556,6.0,9.0
Guillermo Canas,4.75596816976,185.0,26.7000655414,50.7214854111,1046.77984085,5.05039787798,2.78514588859,75.7692307692,44.0106100796,31.4854111406,16.3342175066,11.9283819629,4.01061007958,6.63660477454,377.0
Jan Kroslak,0.0,188.0,25.9245846556,159.590909091,250.272727273,4.45454545455,3.95454545455,60.5454545455,37.2727272727,26.5,10.3181818182,9.0,3.54545454545,5.77272727273,22.0
Lays Salim,0.0,0.0,26.1546885695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Soon Woo Kwon,0.0,0.0,19.1622176591,308.0,162.0,8.0,6.0,149.0,86.0,61.0,33.0,20.0,6.0,10.0,1.0
Daniel Munoz De La Nava,0.357142857143,0.0,32.0132329455,132.69047619,478.5,2.57142857143,3.35714285714,74.8333333333,42.5,28.4523809524,15.6428571429,11.4761904762,5.30952380952,8.80952380952,42.0
Thomas Fabbiano,0.0,0.0,26.1195943003,163.5,398.090909091,1.90909090909,3.09090909091,79.1818181818,52.0909090909,32.6363636364,12.4090909091,11.7727272727,4.40909090909,8.18181818182,22.0
Emanuel Couto,0.0,183.0,27.8490759754,542.5,45.75,0.25,0.0,6.875,4.125,2.25,1.25,1.125,0.25,0.75,8.0
Cedric Kauffmann,0.0,0.0,24.8665297742,280.5,118.0,4.5,3.5,138.5,94.5,61.0,23.0,22.0,7.0,12.5,2.0
Weerapat Doakmaiklee,0.0,0.0,21.5392197125,834.1,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Naratorn Srichaphan,0.0,0.0,29.5003422313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
