name,avg_seed,avg_ht,avg_age,avg_rank,avg_rank_pts,avg_aces,avg_dfs,avg_svpts,avg_1stIn,avg_1stWon,avg_2ndWon,avg_SvGms,avg_bpSaved,avg_bpFaced,wfactor
Sam Barry,0.0,0.0,20.9658279032,613.052778454,47.9256208693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667601274814
Marc Rosset,1.26739512446,201.0,30.0847652583,56.593916188,743.08998232,9.93707381177,6.23965793193,74.3193010021,42.3780118866,33.0165473163,15.3013343223,11.8865872976,3.58003943223,5.69066108275,593.010923934
Bob Borella,0.0,0.0,19.9397672827,1149.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7781121979
Philippos Tsangaridis,0.0,0.0,17.8471933857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154521053402
Musaad Al Jazzaf,0.0,0.0,18.0313666417,101.573912931,0.252671425203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8731273138
Marcus Sarstrand,0.0,183.0,23.3171982186,322.94161522,94.526911176,2.74024457668,1.96786859676,37.0872771693,18.8458647539,12.6400327944,6.67598177021,6.28979378025,1.58168060681,4.56370611888,16.5439015843
Raoul Behr,0.0,0.0,25.2182216409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9592885835
Nikos Rovas,0.0,0.0,24.0889779331,656.78394636,20.9679163683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2796604667
Florian Mayer,1.04866717839,190.0,22.012333652,65.0056000053,666.751391964,4.05733870138,2.02856772635,70.8114703098,43.4174745053,29.9192532348,13.6596718148,11.0835184904,3.38959802511,6.13498844151,84.9983437972
Davide Sanguinetti,1.10586369638,188.0,29.0089197962,76.5609738763,511.312448515,6.02142876964,2.50552188164,74.6756919871,41.4139705413,29.4851939372,15.6932693292,11.4140926934,4.15771778247,7.15946351555,633.965682441
Aljaz Bedene,0.516729956366,181.0,23.5425033033,135.405535519,495.852201464,5.93161125345,2.72198426484,61.315000745,34.6693948628,25.3366035068,12.8435165311,9.38865666432,3.03722116225,5.31600290936,0.924904696299
Ben Fatael,0.0,0.0,18.1108829569,789.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00247875217667
Mohammed Al Nabhani,0.0,0.0,22.8238102449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740489406418
Andrey Dernovskiy,0.0,0.0,18.6354589598,968.664071776,11.3648428436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.195141096
Hady Habib,0.0,0.0,16.8925393566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00495750435333
Rohan Bopanna,0.0,190.0,24.3366325262,272.049340232,81.0408404825,3.10906217457,0.848936255799,24.5294464675,11.7040282038,9.89881327925,5.9782236408,3.86697902061,1.87616638323,2.69434356222,15.8555132213
Igor Kunitsyn,0.60997072702,180.0,24.8239769851,123.123957516,420.542202158,2.66551189788,2.54071934507,79.4587740721,44.8367438702,28.8378926001,17.3476439995,11.8073839996,5.0464863636,8.81766878993,34.3392802092
Mohammed Reza Tavakoli,0.0,0.0,28.2518822724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38905609893
Ricardo Mena,0.0,0.0,32.0372844873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13533528324
Alvaro Raposo De Oliveira,0.0,0.0,19.485284052,761.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497870683679
Julien Benneteau,0.769438797584,185.0,23.5045048888,110.099270443,485.85894451,4.18805784035,3.09763711833,75.9754777347,48.1576017285,31.9863378379,12.976162037,11.6440468651,4.63054444205,8.00259323343,94.9520526699
Valentin Rahmine,0.0,0.0,17.4784394251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0995741367357
Sunil Kumar,0.0,0.0,16.7310061602,1199.0,3.0,2.0,3.0,62.0,32.0,22.0,16.0,10.0,1.0,4.0,7.38905609893
Nenad Zimonjic,0.0,190.0,25.9609222037,302.094382766,105.968985212,5.35052768879,3.13457069539,58.9796407244,36.0982256918,25.7207872059,11.6696527763,9.00403666393,3.10057618184,5.02058477033,31.1282133466
Vadim Kutsenko,0.0,180.0,24.1959705712,171.772303389,187.617577154,1.08210662843,1.66251826241,25.5233380551,14.0481406451,9.45213683912,5.33528870757,3.67540251005,1.37669639935,2.43744942745,87.7195079215
Javier Garcia Sintes,0.0,0.0,22.3983572895,479.0,48.0,2.0,6.0,54.0,32.0,18.0,7.0,8.0,8.0,13.0,2.71828182846
Juan Giner,0.0,178.0,23.153118112,313.476934509,114.482614792,0.613812010041,1.83569281922,59.7172717331,38.8155915811,21.8186642985,11.6949022253,10.2794544376,2.38618798996,6.39747329981,16.5439015843
Bruno Rosa,0.0,0.0,18.4065708419,1124.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Francesco Piccari,0.0,0.0,29.0782586113,280.257924476,153.08328873,1.0,0.26894142137,45.8825899496,25.6894142137,12.6136485282,9.46211715726,8.26894142137,2.53788284274,6.80682426411,0.185122351604
Laurent Hild,0.0,0.0,21.1882272416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Michael Kohlmann,0.081666314517,188.0,27.8025771548,158.080090545,252.282680267,4.65776671638,2.79471925716,59.232858902,35.9677238253,25.4987226595,10.4117315593,9.25583758435,3.01667497278,5.50028594265,133.140908564
Cecil Mamiit,0.0548159606163,173.0,24.9281874599,119.270480526,331.621018332,3.39196140533,2.81360112778,78.4192077417,44.5853089241,29.8672688065,16.4946516961,11.9949459033,5.0934977389,8.69873837066,297.535440178
Mubarak Al Harrasi,0.0,0.0,20.9935514781,1448.79876598,3.53788284274,1.53788284274,2.53788284274,56.151531371,29.6136485282,16.8825899496,7.53788284274,7.26894142137,7.53788284274,13.0,0.00339063414222
Gilbert Wong,0.0,0.0,19.2691041518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185122351604
Gonzalo Escobar,0.0,0.0,25.7251484878,546.741235813,84.2500192039,0.43831587055,0.901088449812,14.0323326197,9.7609128198,6.41935805425,2.35223167574,2.12348154561,0.74043612682,1.29576322194,0.0267815368471
Kento Takeuchi,0.0,0.0,26.7597535934,441.0,92.0,0.0,2.0,43.0,18.0,7.0,8.0,7.0,2.0,8.0,0.00673794699909
Wisnu Adi Nugroho,0.0,0.0,18.6922339879,1814.99611792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0520053738842
Renzo Olivo,0.0,0.0,23.4724873181,195.27736179,309.713086359,3.83441021774,5.35272196858,80.9869698588,47.4561616955,33.0733952508,16.3440228465,11.8080147845,4.67732250752,7.67563018341,0.0750032826039
Antonio Veic,0.0,180.0,22.3809172097,206.502587329,262.126351517,2.533755886,2.58912317507,68.7433711736,41.5401470998,27.1430685382,12.5297590596,10.5798111918,4.49150257343,7.99694425652,0.967584524605
Thanasi Kokkinakis,0.0,0.0,18.6760652683,221.591271942,376.146774923,7.98922149242,3.51004833204,76.9850665145,45.1698653938,33.1475608866,15.589461421,12.0392197608,3.97500086583,6.62426549532,0.142440344822
John Hui,0.0,0.0,23.7857631759,513.25,2.5,0.25,0.75,12.5,5.75,3.25,2.75,2.0,1.0,2.0,10.8731273138
Rihards Emulins,0.0,0.0,19.8877481177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135335283237
Mike Urbanija,0.0,0.0,24.3814034966,584.427995837,50.3447071068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00921669917575
Felix Mantilla,2.47907030095,180.0,26.8658708225,53.4829287515,726.150211362,2.49588877208,2.43314762883,70.9233737465,42.7014674851,28.2520449791,14.3376525935,11.0546029914,3.84389193668,6.86916318425,594.051259282
Dmitriy Makeyev,0.0,0.0,19.2324517162,1086.62212425,5.47788119046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69944376637
Dennis Van Scheppingen,0.382974563539,185.0,27.0939513854,170.079450991,248.692179369,3.59871145705,3.86211928224,71.0997218968,41.3697707147,30.1541887043,13.3996237179,10.8100094048,3.94014482274,6.63890669098,70.5007657702
Tigran Martirosyan,0.0,0.0,17.8973305955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43656365692
Juan Albert Viloca Puig,0.0,185.0,27.6960792973,184.289297623,214.451484383,2.45075682327,2.00616143778,73.9849601856,47.0772851013,30.1942557681,14.3885115363,11.3611488464,4.70109644062,7.7359790377,55.9732532939
Russell Moseley,0.0,0.0,28.9700634782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00921669917575
Faisal Aidil,0.0,0.0,17.5386721424,1335.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367879441171
Chemseddine Belal,0.0,180.0,23.4962354552,553.0,31.0,0.0,1.0,58.0,25.0,15.0,17.0,8.0,5.0,8.0,2.71828182846
Mustafa Azkara,0.0,0.0,30.0596214269,747.078965179,13.7758560683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5439015843
Ingo Neumuller,0.0,183.0,24.3093771389,886.0,8.0,0.0,1.0,54.0,22.0,9.0,16.0,8.0,4.0,9.0,1.0
Roberto Carballes Baena,0.0,0.0,21.8890482534,193.916391332,329.538564562,2.81780653604,3.1046000367,78.8280319913,47.3963308394,29.9577768853,15.0167274062,11.1738297609,4.8269256896,8.51463648042,0.0917831681736
Lamine Ouahab,0.0,185.0,20.6549669441,340.383393027,101.184248226,0.162703586413,0.204439500286,7.86761734209,5.28002722998,3.31383705558,1.23152827733,1.20828678577,0.327984452075,0.731705118588,6.24532468774
Tadas Babelis,0.0,0.0,19.5322235515,1352.60173837,4.0,3.42231879825,3.11159399126,86.3304360525,54.932174421,33.5098556227,15.3544932192,11.0437684122,7.06782557902,10.2231879825,0.00586938631889
Jad Ballout,0.0,0.0,18.803559206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00247875217667
Jing Zhu Yang,0.0,0.0,25.0485968515,1076.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71828182846
Alexander Vasquez,0.0,0.0,23.824489192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1073379274
Blake Strode,0.0,188.0,24.5995893224,393.0,95.0,8.0,3.0,54.0,32.0,24.0,8.0,10.0,2.0,6.0,0.0183156388887
Jerzy Janowicz,2.63526697152,203.0,20.8416798884,230.372044509,652.663500394,5.77059061609,2.79533616449,51.6508015998,31.190908636,23.3448193055,10.0935599536,8.11730501309,2.4392485158,3.96845146195,2.1243609686
Sun Yong Kim Jr,0.0,0.0,18.3558757821,842.673723746,13.0923177257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23897360675
Roman Margoulis,0.0,0.0,20.1889117043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270670566473
Juan Pablo Barboza,0.0,0.0,21.9986310746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71828182846
Bertrand Madsen,0.0,0.0,31.486196669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Stefano Ianni,0.0,0.0,25.4757015743,559.0,43.0,1.5,4.0,54.0,30.0,20.5,10.5,7.5,4.5,7.0,0.735758882343
Daniel Smethurst,0.0,0.0,23.6933607118,234.0,205.0,4.0,6.0,97.0,58.0,43.0,20.0,15.0,5.0,8.0,0.00673794699909
Baris Erguden,0.0,0.0,24.6821124843,1297.49327982,3.19317573589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0681027072566
Romano Tatuhey,0.0,0.0,23.1112845775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.370244703209
Jason Engelhardt,0.0,0.0,25.158110883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135335283237
Bruno Soares,0.0,180.0,23.3042730956,330.543222007,90.4945420481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38619508006
Kristian Pless,0.0817767112075,188.0,20.8839383915,151.150870521,336.031439304,4.59197985105,2.64530418337,62.0729160588,37.8805206367,26.4174292969,12.392246941,9.6736654004,3.55329274238,5.71615537598,265.922342762
Yen Hsun Lu,0.168966148433,180.0,21.5913337564,90.1720255961,362.393063939,2.67929977335,2.38700978741,46.6347070345,28.1830828813,19.8673773978,8.9493565141,7.36713531802,2.39797044356,4.29108056536,48.7293891976
Tiago Fernandes,0.0,0.0,17.2183436003,937.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497870683679
Alejandro Falla,0.00609668895413,185.0,21.9823565213,313.382751403,322.602538573,2.27193974505,1.64354618893,61.2605119251,37.3690056462,24.3054468556,11.5960061794,9.30409910712,3.64902240091,6.48544170247,35.5505548545
Erhan Oral,0.0,0.0,29.0964702444,820.792848659,14.4279958367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2146758548
Thomas Schoorel,0.0,203.0,22.0551991136,142.917140749,389.726907467,3.0,1.60052196424,47.3087893212,29.8134029286,19.9329853572,7.5597912143,7.16031317854,2.81340292857,5.20104392848,0.196312179478
Ramon Delgado,0.45807470698,185.0,25.3357995917,144.807972398,309.85537861,4.94061839696,2.34548447183,69.4636397334,42.2371350551,28.5436744732,13.3964820581,10.9639918132,3.00215592204,5.97966494759,191.414273986
Rachid Baba Aissa,0.0,0.0,21.3920139506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36787944117
Daniel Dutra Da Silva,0.0,175.0,20.5995893224,263.0,274.0,0.0,3.0,72.0,38.0,24.0,16.0,10.0,5.0,9.0,0.0497870683679
Austin Smith,0.0,0.0,22.6830937714,0.0,0.0,1.0,4.0,48.0,30.0,15.0,10.0,8.0,3.0,7.0,0.00247875217667
Mauricio Estivariz,0.0,0.0,20.1559122303,1034.1245807,7.46298078359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47388302672
Pavel Baranov,0.0,0.0,19.3456536619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1671682968
Sarvar Ikramov,0.0,0.0,19.7757218786,935.637891091,9.13312440739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56489958807
Andrei Medvedev,0.874740633265,193.0,25.87541134,42.5609562331,899.528000278,4.76369933352,2.75597655311,74.9033813496,43.2034441798,29.7653505474,15.1896352774,11.1234035706,5.3034602714,8.28244732207,371.674135154
Radomir Vasek,0.0,188.0,27.832991102,470.0,44.0,2.0,4.0,58.0,32.0,18.0,12.0,9.0,3.0,7.0,7.38905609893
Ahmad Rabeea Muhammad,0.0,0.0,18.8469784091,317.444932099,0.249507655247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96780235334
Alexander Sadecky,0.0,193.0,23.2102721831,431.406953474,80.3304360525,4.70898643847,4.46608721049,70.9278284997,41.1510164822,30.7965232629,14.1115939913,12.4660872105,1.46608721049,4.62144961399,0.117889775624
Harri Heliovaara,0.0,0.0,21.0188240142,269.862864325,63.4198980968,0.225125773159,0.107264385483,3.40990062243,2.05666681201,1.44224964405,0.59688714296,0.527951850889,0.145198542921,0.29334253837,0.357528346085
Nomi Qamar,0.0,0.0,19.7905250555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43656365692
Eric Taino,0.0,175.0,26.1070730934,295.839312896,123.790412404,3.22042864889,1.63054129259,61.7702412711,33.3355852558,22.4935404615,14.790856501,9.60761052727,2.43665664596,4.7851101259,81.6797295753
Johann Coles,0.0,0.0,20.9609856263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183156388887
Louis Wessels,0.0,0.0,17.8726899384,0.0,0.0,2.5,4.5,62.0,44.0,28.0,7.0,10.5,3.0,6.5,0.00495750435333
Solon Peppas,0.0,0.0,26.0451399905,210.320973112,183.863490645,0.0453608343973,0.0453608343973,2.54020672625,1.81443337589,0.861855853548,0.272165006384,0.317525840781,0.136082503192,0.362886675178,59.9257457359
Patricio Alvarado,0.0,0.0,17.4866529774,1222.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135335283237
Robert Lindstedt,0.0,190.0,30.5441241364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153650922125
Gwinyai Tongoona,0.0,0.0,30.5312154867,886.064648886,12.4957964468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.10363832351
Tim Smyczek,0.0187211772597,175.0,23.8595053728,247.686488115,308.153354111,3.19862371307,2.47520476287,81.348902311,50.5334429727,31.7353123593,15.7302432779,12.0027354256,5.4893945048,9.13539612076,1.0592291894
Eduardo Schwank,1.47692910832,183.0,22.882081829,82.5022272243,660.148520563,4.01058647669,2.86583744492,77.2765216378,48.4786724519,33.1082764604,14.8738376371,11.7578040163,4.26352187691,6.96042376925,7.23189261109
Christian Lindell,0.0,0.0,20.2050091507,467.031929249,110.899647574,3.73532216475,2.16194186215,58.8697942828,37.9746398377,21.6516622528,8.64705676113,9.23775791003,3.49990945177,7.84267965761,0.183189563868
Juan Carlos Saez,0.0,0.0,23.9945242984,239.0,201.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00743625653
Andres Pedroso,0.0,0.0,25.5605749487,286.0,114.0,2.0,0.0,41.0,26.0,8.0,8.0,7.0,3.0,8.0,1.0
Jurgen Melzer,1.55330840083,183.0,22.5341022219,117.648410668,514.007607875,4.66217633609,2.76232188747,70.2184731173,41.4890200084,29.0526147925,14.0002117547,10.7317538908,3.70550856253,6.25142569341,254.06269416
Marcel Felder,0.0,0.0,18.1761708792,899.472095765,18.8229791038,0.0196743997981,0.0122964998738,0.656633093262,0.447592595407,0.280360197123,0.118046398789,0.105749898915,0.0467266995205,0.0762382992177,20.2444064891
Ismar Gorcic,0.0,0.0,26.8911704312,579.666666667,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149361205104
Alan Mackin,0.0,183.0,22.5891610366,309.169910457,110.74966368,1.64772665346,2.9239369677,71.5948522336,47.6156269305,29.5513802565,9.83378149379,10.5947393282,3.92954700911,7.87729160334,8.90029096458
Rami Osman,0.0,0.0,18.4231875114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153650922125
Frederik Nielsen,0.0,190.0,21.8708677871,688.011126355,59.0639665947,0.846214464692,0.447009716987,18.6810961617,10.6181986313,5.57611483127,3.03019075871,2.93589747625,1.73365191844,3.47643039797,4.82342980908
Mathias Hellstrom,0.0,0.0,26.3682409309,534.0,37.0,3.0,3.0,63.0,32.0,16.0,13.0,11.0,3.0,10.0,1.0
Brian Vahaly,0.71321906799,183.0,23.6522293264,99.8823150316,352.087638023,2.80103275484,3.49361444391,78.5448528565,49.9171003709,32.300867218,14.6528199617,11.9871891011,4.13650999909,7.34666550333,88.3319064612
Guillermo Carter,0.0,0.0,25.5770020534,904.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Olivier Sajous,0.0,0.0,17.4666975068,23.0939339287,1.79748701305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08189870466
Jose Bernard,0.0,0.0,22.932238193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Esat Tanik,0.0,0.0,20.4681724846,692.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71828182846
Greg Jones,0.0,190.0,20.4544458256,325.897471847,138.66684502,5.24393334571,3.12606231416,74.5629505101,46.9614185742,29.2194955447,12.2828220022,10.7623262272,7.6359075746,11.649153368,0.22207373279
Leroy Tujeehut,0.0,0.0,22.2751540041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Komlavi Loglo,0.0,183.0,23.613963039,611.0,36.0,1.0,0.0,44.0,29.0,17.0,9.0,8.0,1.0,4.0,0.135335283237
Juan Borba,0.0,0.0,17.8795345654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0269517879963
Naser Al Obaidly,0.0,0.0,18.2169913977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226925931739
Gert Vilms,0.0,0.0,20.6677472344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1073379274
Kerlin Leon Zamora,0.0,0.0,19.3963039014,656.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7781121979
Luke Saville,0.0,0.0,20.3830015447,229.036428518,227.210621015,6.06960502724,5.07725191758,96.0305875613,57.5577431846,37.3090076703,19.3786126976,14.482177248,6.4482177248,10.5687620368,0.0411259915254
Fredrik Ask,0.0,0.0,19.6577686516,1428.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0995741367357
Oliver Gross,0.0,185.0,28.008850959,164.880931229,241.953856007,2.6223154694,2.26554972438,69.1764435125,41.9344936974,27.6879732719,12.7958575361,10.7515900877,3.8637248939,7.53919778631,40.242648654
Todd Woodbridge,0.0,178.0,29.426975137,159.295557319,176.127029975,2.72034376611,4.40291377543,87.9299352401,53.1696229355,35.4897934511,16.678716976,13.4330770878,5.06164648218,8.73910925854,104.441258715
Luis Haddock,0.0,0.0,22.0602327173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Yaraslau Shyla,0.0,0.0,23.1930184804,596.25,59.5,4.75,3.0,84.25,56.75,41.75,13.5,13.75,4.25,7.0,0.00991500870667
Mathieu Montcourt,0.0,183.0,22.2724382281,163.489032717,287.574746884,1.58233241177,4.34702868933,75.714201226,49.5338609059,30.267577293,11.1004083321,12.0598621879,4.87810952343,9.60633063877,2.32402113468
Federico Gaio,0.0,0.0,23.9000684462,229.0,246.0,1.0,3.5,57.0,36.0,23.5,6.5,9.5,3.5,7.5,0.00495750435333
Ryan Henry,0.0,183.0,18.2477754962,578.0,30.0,10.0,5.0,131.0,74.0,49.0,27.0,21.0,3.0,11.0,1.0
Jonas Bjorkman,1.8904797346,183.0,29.4129637779,57.5284448577,686.24057014,3.92811574519,2.75917271198,74.9306272309,45.082859741,31.5832015158,15.2019379132,11.5391152248,4.08914692407,6.73899963707,794.308946971
Izak Van Der Merwe,0.0,196.0,24.1311790833,431.29501783,136.869988838,1.70017373935,0.7946623876,16.6838781258,9.53964990919,7.01883628417,3.52477729451,2.75044298506,0.648308735308,1.37571816833,2.27795972321
Jean Jacques Rakotohasy,0.0,0.0,21.3045579354,0.0,0.0,2.15153137096,1.61364852822,21.5153137096,13.4470710685,9.68189116932,5.64776984877,3.76517989918,0.53788284274,0.80682426411,0.00339063414222
Herkko Pollanen,0.0,0.0,19.2653433722,729.0,26.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202138409973
Lee Childs,0.0,0.0,19.1671977452,393.374819698,69.4569176455,3.26779609807,2.86913583822,65.8061951834,36.2778474844,25.2344098969,14.3928373286,9.87480091795,3.7755227313,6.65366540133,32.5048566234
Lorenzo Sonego,0.0,0.0,20.9965776865,333.0,146.0,5.0,4.0,130.0,80.0,47.0,24.0,16.0,9.0,15.0,0.00247875217667
Richard Krajicek,1.9384962489,196.0,28.9794466707,73.834301991,917.537685354,14.125492,3.72832552607,78.001679691,44.6196845236,36.4549502159,17.8615523033,12.8788505151,2.90462249189,4.4478317263,373.551147239
Leonardo Kirche,0.0,188.0,19.7097878166,682.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Filip Prpic,0.0,173.0,21.7402778274,498.156280774,66.4250580472,1.21859351137,1.69279615992,86.2907363256,66.0895354025,31.5365497743,10.7501998025,13.1674829397,5.54700601854,12.8404171772,4.99861723706
Kevin Krawietz,0.0,190.0,18.0939210905,518.581196151,9.40127277164,2.4049315925,3.4049315925,59.1514158392,33.7464842467,20.1267578767,8.190136815,9.46831053083,2.46831053083,7.809863185,0.106312083735
Jack Brasington,0.0,188.0,25.6177652739,166.115650012,245.49465715,5.3920488143,9.99465714959,112.2443417,62.5314262034,44.2603702513,21.0670172693,16.8078250059,8.0367690538,12.8380732214,23.7462546277
Todd Reid,0.0,180.0,19.3644012943,207.432113609,183.356725492,2.97556480815,1.84672161352,70.507913944,49.1521882597,31.7895227651,10.0472986748,10.8480571506,4.32340198178,7.40465319894,39.2584838089
Gregoire Burquier,0.0,0.0,30.2067077344,205.0,248.0,6.0,2.0,65.0,49.0,27.0,5.0,9.0,9.0,14.0,0.00673794699909
Miguel Gallardo Valles,0.0,0.0,21.7470472024,303.468860946,120.542292105,0.0879402052465,0.127095566511,5.49608079469,3.4771553122,2.06771032648,0.901062719677,0.808148415474,0.409048306694,0.778941252123,32.2878164532
Minh Quan Do,0.0,0.0,22.0200599897,1371.75100779,1.92932631194,0.0,2.89398946792,50.1624841105,26.0459052112,17.3639368075,5.78797893583,8.68196840375,0.964663155972,5.78797893583,0.38135533517
Diego Moyano,0.0,175.0,26.7004293005,173.894142137,236.920205171,5.11741005041,5.11741005041,92.2689414214,50.2272970564,35.4621171573,23.5795272077,15.4621171573,3.53788284274,8.07576568548,3.71828182846
Alex Llompart,0.0,0.0,21.9603984759,720.163522033,3.87846028579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107650600081
Nikola Cacic,0.0,0.0,25.6125941136,761.0,27.0,1.0,2.5,77.0,44.5,26.5,15.0,11.5,4.0,8.0,0.00495750435333
Joao Domingues,0.0,0.0,21.4045174538,599.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00247875217667
Miloslav Mecir,0.0,0.0,26.135523614,219.5,222.75,6.25,2.25,86.75,53.75,39.0,17.5,13.25,4.0,5.75,0.0269517879963
Colin Fleming,0.0,188.0,25.7354513063,589.857291831,64.7848832422,5.24475975098,2.88058442383,63.322253335,38.4954481006,30.1312727734,8.76116884766,10.1850519629,2.42388311523,4.63582467285,0.0864183461453
Nicolas Thomann,0.0,183.0,29.072628391,200.023014999,204.273216038,7.11295800698,3.30684451856,77.6163122537,43.5966669468,32.9699408445,17.6607811843,12.3332994039,3.80303637609,6.22235239815,81.7332853715
Daniel Willman,0.0,0.0,26.8473648186,357.5,84.5,1.0,2.0,29.0,18.5,9.5,4.5,4.5,3.0,5.5,5.43656365692
Caio Zampieri,0.0,183.0,19.2033557402,980.695128488,42.8675115904,0.799289342559,0.411230611286,12.3229263936,7.40486057517,4.89489393841,2.55672498503,1.92276296284,0.40476024828,0.926209073143,1.23577955125
Yuri Schukin,0.0,188.0,24.7334567539,199.524624831,208.212741544,1.94195333193,3.6795219395,82.4904298965,52.2654180586,33.8180571498,14.5063730356,12.5884298863,4.42320018734,8.28252464607,11.8960639889
