name,avg_seed,avg_ht,avg_age,avg_rank,avg_rank_pts,avg_aces,avg_dfs,avg_svpts,avg_1stIn,avg_1stWon,avg_2ndWon,avg_SvGms,avg_bpSaved,avg_bpFaced,hand,wfactor
Adam Jaya,0.0,0.0,17.4497678876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9.25465390968
Clement Reix,0.0,0.0,28.9418206708,502.0,64.0,12.5,1.5,89.0,59.5,42.0,13.5,12.0,8.5,10.5,2,0.493193927883
Lofo Ramiaramanana,0.0,0.0,23.3679126322,344.943591975,0.430641188483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.62852921112
Daniel Chavez Morales,0.0,0.0,34.1820670773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.71828182846
Haithem Abid,0.0,0.0,19.3592075688,527.250291217,11.7308257061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9.023761618
Didac Perez,0.0,178.0,21.3712486511,222.764505311,179.936515273,1.8993429698,4.1189598125,80.8208401185,50.8281113636,32.3840007244,13.6015791692,12.895709189,4.10310746316,9.090885211,1,10.8204334104
Alex Obrien,0.0,185.0,30.5261739638,214.452753156,168.96677735,6.19965350959,2.74776080616,93.1069038205,61.6018479488,42.4960990963,15.6784165392,13.930655733,6.39150521183,9.74833829017,1,28.4228774131
Devin Britton,0.0,193.0,18.5458285099,1400.33439729,3.41907842586,7.54983826424,4.61200488404,86.3194018974,51.9667744905,34.2261519677,13.8381568517,12.0643088194,4.77384803232,8.61200488404,1,1.26653736941
Aqeel Khan,0.0,0.0,24.4908752664,296.545753314,15.1986285165,0.0102041224366,0.0181183700556,0.383149249126,0.21677707447,0.14952671008,0.0859982737287,0.0578902366355,0.0295677441433,0.0451817839824,1,48.3883038118
Nemanja Kontic,0.0,0.0,27.947980835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.449328964117
Christophe Pognon,0.0,0.0,22.9377138946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.71828182846
Andreas Fasching,0.0,0.0,19.5592060233,700.0,16.0,0.0,2.0,59.0,45.0,28.0,5.0,9.0,2.0,5.0,2,2.71828182846
Sultan Khalfan,0.0,0.0,25.1335722266,208.277207193,0.440075675699,0.399249457482,4.13732951476,62.0265490385,33.8599662581,18.2498758218,10.8914163482,8.86362101046,5.87453185911,11.0554174846,1,9.47639511462
Sergio Ramirez,0.0,0.0,19.9123887748,934.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
James Ward,0.0557373964313,190.0,24.8113305839,241.167518184,267.875830998,4.92496273379,2.50257171448,60.5507634657,36.022777783,25.4722469121,12.0491788964,9.41429352037,3.18787089075,5.4473250558,1,19.4247011022
Nicolas Massu,2.19300529997,183.0,23.4371710783,59.3154499027,747.253888324,4.12561077948,2.62896297116,68.3049309667,39.4656057381,27.5048013651,14.3888960778,10.4332982016,3.99661095176,6.56583112964,1,645.147140623
Gabriel Montilla,0.0,0.0,24.5653661875,902.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.88561103264
Robert Kendrick,0.0,190.0,26.4739937723,129.745265348,398.382391006,9.54253931469,4.82044040361,80.5528919036,46.9245066419,34.5811133934,15.8590220904,12.3501921813,4.59526100354,7.28462566401,1,81.8789582836
Martin Spottl,0.0,180.0,24.1793292266,96.5,92.0,4.5,2.5,64.0,24.5,17.5,20.5,10.0,1.0,3.5,1,5.43656365692
Alberto Brause,0.0,0.0,24.521560575,1136.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.43656365692
Mashiska Washington,0.0,180.0,27.2031750589,503.603176484,48.6550901812,2.19493225068,2.92543507058,68.2860469205,46.2486656059,24.0602909706,10.7767716091,9.85824962161,6.35985646566,10.9847464082,1,9.58806035773
Paolo Lorenzi,0.658818233064,183.0,31.0894431681,85.3993636403,660.625407134,3.16885984748,2.52794606579,71.608195303,42.5494440524,28.4425757886,13.8646111274,10.9962776265,3.99511982635,7.247342247,1,39.4226875497
Alberto Emmanuel Alvarado Larin,0.0,0.0,18.7454660423,0.0,0.0,0.206610861966,1.07423929039,20.8982428144,14.1219553092,6.87993591571,3.20212538088,2.79954288168,1.26025766207,2.87195957724,2,0.975365524032
Chris Numbers,0.0,0.0,30.5023956194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.82211880039
Joji Miyao,0.0,0.0,20.1104618674,1238.63254483,2.60524935955,0.0,2.80918637921,16.0524935955,7.22362211798,2.80918637921,2.00656169944,2.40787403933,1.20393701966,3.61181105899,2,4.54040062885
Kim Tiilikainen,0.0,180.0,26.5059701667,322.945841534,100.808504425,0.0,1.4076633155,26.9339072142,18.8645357605,7.88414612196,3.46977306795,3.47285195581,1.50335486925,4.03776461473,1,9.67646292727
Sargis Sargsian,0.774081786519,180.0,28.8129194462,73.8539713525,542.804720993,4.02807701696,3.10959809343,75.4099504183,45.6719825499,31.0174195669,14.4509177748,11.7747245579,4.1629455491,7.37952408688,1,401.434391908
Harel Levy,1.53023050139,185.0,23.3727532099,110.598399998,490.071796585,3.38049594577,1.71665267864,63.165715783,36.5401300402,25.1934377245,12.5884963057,9.67029712568,3.84773476962,6.5192809465,1,275.61363986
Thomas Enqvist,4.60086470984,190.0,27.6198972534,30.1959242964,1380.31871017,7.82277494828,5.03027597309,78.9494300267,42.2203243508,31.881156321,18.5322633492,12.3599632407,3.95672179737,6.42264743352,1,528.845891422
Jonathan Stark,0.0,188.0,29.4928925866,650.009893779,46.7873837957,6.6013280215,4.45016600269,63.4534860564,36.8521580349,29.1029880484,13.7009960161,11.2508300134,2.35049800806,4.90033200538,1,4.94382275695
Micke Kontinen,0.0,0.0,20.0825832681,702.78791782,37.9929674692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.8459439505
Peter Tramacchi,0.0,185.0,29.7275838467,1164.0,2.0,4.0,1.0,61.0,37.0,24.0,7.0,9.0,2.0,6.0,1,2.71828182846
Patrik Langvardt,0.0,0.0,29.6685117603,263.97660828,2.84866843467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.58806035773
Petros Chrysochos,0.0,0.0,17.8357825148,193.028637317,0.424238763334,0.353532302778,0.707064605556,20.4341671006,12.0200982945,8.1312429639,3.88885533056,3.25249718556,1.20200982945,2.26260673778,1,1.28302212523
Eduardo Rincon,0.0,0.0,24.3630561408,746.581807704,14.2257058004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.0986682423
Xavier Malisse,2.73708537544,185.0,23.4237806256,61.2184575678,772.6788209,6.55981602867,2.25772801035,73.2895513906,41.5054853205,30.3599511109,16.2050210905,11.6863312244,3.79350636404,6.34272146632,1,553.580414346
Alexander Shvec,0.0,0.0,29.3251418401,473.002708377,87.0491981606,0.444223256337,0.296148837558,10.3652093145,6.3672000075,3.70186046948,2.07304186291,1.77689302535,0.296148837558,1.03652093145,1,12.3054259839
Thomas Larsen,0.0,180.0,26.1765913758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.45108185698
Henry Estrella,0.0,0.0,20.5660668358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.19723328036
Jamal Darmadi,0.0,0.0,20.5667351129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.22554092849
Vitaliy Pavlov,0.0,0.0,21.916495551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.818730753078
Ville Liukko,0.0,173.0,26.029824339,263.38213398,142.980299027,1.53477596032,2.68585793055,41.6947469219,20.3357814742,13.5571876494,11.5108197024,6.65069582803,1.53477596032,3.19744991732,1,21.2535137277
Evghenii Plugariov,0.0,0.0,21.5059589082,1066.02715483,1.26508489271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.91743825816
Mohamed Safwat,0.0,183.0,21.9033230411,524.631686973,120.075033793,1.45583735083,0.673870147113,26.4184914221,16.4876582779,11.0953266548,4.69491151354,4.33613468378,1.16355329051,2.58048653811,1,2.91245136719
Mauricio Hadad,0.0,170.0,28.9694873999,215.459341504,87.9074113336,1.04240292665,2.14911648802,64.7003545345,36.1696117066,21.9795047814,14.1696117066,9.93568936528,4.70176702396,8.2544175599,1,11.6204455424
Cesar Ramirez,0.0,0.0,20.5436426766,527.938370741,59.2125476121,0.134186033707,0.306998474478,7.42551532032,5.10242756395,2.63580195719,0.98225549631,1.15374591799,0.779771644296,1.47845597368,2,6.35152924923
Jordi Samper Montana,0.0,0.0,26.1327857632,216.0,249.0,2.0,0.0,146.0,98.0,55.0,24.0,18.0,10.0,17.0,2,0.110803158362
Herbert Wiltschnig,0.0,185.0,24.8808783152,226.478738998,158.290611343,0.455088391499,2.27245580425,67.2545388848,49.3443621018,27.6227902125,8.81736741275,8.90719062975,5.17964643401,8.81736741275,1,9.97696428577
Michael Brown B395,0.0,175.0,30.953874016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17.6293062615
Michal Przysiezny,0.160604611861,185.0,25.4702336185,237.402477383,316.183508484,4.30065272754,2.3096073089,56.2143928953,32.6190412673,22.749569902,11.1791215162,8.45860340603,3.48169016636,5.72960690845,1,37.2106351052
Kamil Capkovic,0.0,0.0,18.7433264887,370.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
Daniil Medvedev,0.0,0.0,20.6634694641,145.19844061,470.067691431,5.88481184467,2.39576477116,75.5158821082,44.6261410818,31.3734940638,15.043811706,11.2360352011,3.90105880721,6.58232937586,1,1.83377520994
John Paul Fruttero,0.0,185.0,24.4079397673,205.0,185.0,8.0,9.0,116.0,70.0,48.0,23.0,15.0,8.0,10.0,1,1.0
Eddy Gonzalez Gonzalez,0.0,0.0,22.0877349892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.93463021396
Rok Jarc,0.0,0.0,20.0577089985,688.553072979,26.4544461349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.81873075308
Marinko Matosevic,0.449065785688,194.0,27.523389698,90.9011158926,631.092495425,4.2972753422,2.76482491125,75.6250966952,45.1798668843,30.4662334299,14.7237381448,11.4354068318,4.3684710489,7.50303589987,1,32.8458005998
Axel Michon,0.0,0.0,23.4414784394,206.0,238.0,2.5,3.0,115.5,80.0,45.0,15.0,17.5,11.0,19.0,2,0.330597776443
Yaoki Ishii,0.0,0.0,23.3004129762,222.301885852,119.312611127,0.43015359569,1.6777418365,24.6473725931,14.3244003631,8.95784152027,4.91425490747,3.77456209885,1.78492320215,3.17220425158,1,22.9863137562
Jonathan Dasnieres De Veigy,0.0,0.0,24.4838933997,237.660888365,211.827720254,3.53554933762,2.25780795752,82.2167377769,56.3522773832,35.9702149569,10.2821739784,12.3200458594,5.18992527523,9.76212988839,2,1.81925325276
Rodrigo Senattore,0.0,0.0,19.8751814836,1169.19361706,7.03550905489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.532494294438
Tim Van Rijthoven,0.0,0.0,18.8128868965,803.661221753,64.5215803494,4.95182602956,1.80066401075,44.5664342661,24.7591301478,18.9069721129,8.10298804838,6.30232403763,3.6013280215,4.95182602956,1,0.246138441599
Asim Shafik,0.0,0.0,25.8720379748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16.6604191955
Dias Doskarayev,0.0,0.0,17.4694981726,550.224929787,3.38947595351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9.67646292727
Luis Horna,1.27432718261,180.0,23.7470347761,79.6295100989,551.734196301,3.95604209129,2.40931118835,65.2076912554,43.9449415351,30.4043834889,10.5120888959,10.0557232484,3.34160829738,5.51342065604,1,305.994910299
Constantinos Ioannides,0.0,0.0,18.8145106092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.165298888222
Christian Vinck,0.0,183.0,25.2933208496,124.067411806,262.14086357,3.66869758687,3.45055919139,82.8701760253,51.3980043884,33.7401477785,15.699762087,12.690282565,5.51803715588,9.10080978241,2,89.6737900666
Sergio Roitman,0.152547345545,185.0,27.1262570518,109.904953447,443.252534563,2.85344050608,1.57857832656,77.1072710126,49.2929562176,31.7758292576,12.8494073396,11.6943434664,4.62265228799,8.32690446048,1,61.5184788104
Denis Gremelmayr,0.0,183.0,26.0925802651,134.970707575,419.701715987,3.84171040568,2.67619368008,74.0084187221,42.4151672704,28.1232530579,15.542085603,11.3420211835,4.57847630478,7.89413542818,2,52.2229997131
Demetrios Leontis,0.0,0.0,30.6119096509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.449328964117
Michael Ray Pallares Gonzalez,0.0,0.0,23.3045859001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.22140275816
Marwan Zewar,0.0,0.0,20.4928131417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.71828182846
Farrukh Dustov,0.177992505853,196.0,22.3479167711,341.922035685,148.35052492,0.529468570157,0.40705497322,11.4052802479,8.07110802497,5.28700710715,1.26228778803,1.66792344203,0.62615252651,1.17453461307,1,15.9671944296
Rodrigo Gabriel,0.0,0.0,17.6910366292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.04765972888
Julian Alonso,0.0,185.0,22.7917653873,121.538461538,332.153846154,4.15384615385,4.92307692308,75.0,42.3076923077,28.1538461538,14.8461538462,11.3846153846,4.76923076923,8.61538461538,1,35.33766377
Philipp Petzschner,0.799553113672,185.0,25.136856747,119.409923634,647.514187371,7.12870205761,3.23997528565,78.050526978,42.8417230522,31.8079240192,17.6081635088,12.2055158802,3.59116499847,6.23468868839,1,79.8993639869
Frantisek Cermak,0.0,193.0,27.2599369723,365.470520578,101.117169449,3.34756637263,2.87050656341,69.4974463848,41.5566921662,27.7801883652,13.1158339828,10.4475201569,4.23848950405,7.30931097705,1,30.4114629271
Austen Childs,0.0,0.0,21.3607118412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.367879441171
Abdullah Maqdas,0.0,0.0,19.5198172601,1236.62876286,7.01148167044,0.0420752307131,0.0336601845705,2.65915458107,2.07851639723,1.25384187525,0.277696522707,0.387092122561,0.15988587671,0.277696522707,2,10.7804463281
Lazar Magdincev,0.0,0.0,26.5014083048,478.991138024,47.7345037919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.73683426229
Martin Garcia,0.0,190.0,23.6898515401,302.959939653,3.74486946419,1.12346083926,5.25513053581,49.794122608,30.2756526791,19.7736004647,8.13166969656,8.0082088573,5.37448694642,8.25102610716,1,7.25868245731
Jonathan Igbinovia,0.0,0.0,26.3572895277,1106.66666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.01096013811
Valentin Sanon,0.0,0.0,21.4686751809,734.062590252,18.9903390773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,41.3945006515
Luca Vanni,0.0,0.0,30.1301348626,128.829866634,439.71585726,9.98343602646,2.85126095064,83.1391796864,47.7888063834,35.4689334212,18.0963665064,13.143108234,3.451195727,6.00412509079,2,2.51489558554
Jonathan Marray,0.0,0.0,23.6695305238,310.785347761,118.399282369,6.27414282036,6.40097837107,90.683966197,57.5570835352,41.2057222582,16.5904249519,14.2648497716,4.40097407893,7.34540185707,1,13.3092920457
Aditya Hari Sasongko,0.0,0.0,23.6921561843,801.382136247,1.80389161753,0.71288225444,0.924794284443,14.8168748069,10.2985395034,6.15601184235,1.70521941979,2.41810167423,0.929755874328,2.03765233821,2,2.0914935006
Paradorn Srichaphan,3.61614853988,185.0,23.8419664818,47.0760623085,948.951957091,5.54376314742,3.15653233539,68.856435689,38.8218035226,28.2875252266,15.3900243203,10.7901591399,3.37689122878,5.65827767346,1,606.861641287
Marin Cilic,5.21690470227,198.0,21.6876595145,56.3845139675,1658.95816592,7.61136959015,2.72155385728,75.3338148443,41.6519062792,31.2958692585,17.6846858645,11.8747051117,3.67734273847,5.76706846868,1,191.145012668
Daniel Cox,0.0,170.0,21.5123538201,256.951727943,189.747567366,3.85125355096,4.86606586315,76.4140262566,46.9169263863,29.0418484704,14.6458463193,11.7173194141,6.13393413685,10.4256267755,1,1.23418041218
Jaan Kononov,0.0,0.0,20.4955509925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.201896517995
Yann Marti,0.0,173.0,24.6210482581,445.497572653,122.285056493,1.79994651683,5.03432941006,84.5388080578,45.0748210692,28.5512219611,18.1982839469,11.5093456083,7.17645154465,11.4275236272,1,1.44107236433
Christopher Koutrouzas,0.0,0.0,20.5233589081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.48780440616
Ouassel Hared,0.0,0.0,35.1567100523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.998140600211
Diego Ayala,0.0,175.0,24.2272416153,1223.0,2.0,9.0,3.0,62.0,29.0,24.0,14.0,10.0,1.0,3.0,1,1.49182469764
Elias Ymer,0.0,0.0,19.1092200161,236.618475633,275.818322117,3.13707173158,3.04173470138,71.0385560201,41.0688573311,27.6379533169,14.2193126819,10.7144573447,4.18340261074,7.26638051462,1,3.87569601973
Marek Marksoo,0.0,0.0,19.7344284736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.201896517995
Anoosha Shahgholi,0.0,0.0,21.2994904814,382.592149259,2.65474396197,0.00457603351693,0.00915206703385,0.347778547286,0.269985977499,0.151009106059,0.0228801675846,0.0503363686862,0.0320322346185,0.0594884357201,2,19.8245823493
Andrew Anderson,0.0,193.0,25.8234086242,1564.0,2.0,1.0,2.0,62.0,41.0,22.0,9.0,9.0,5.0,10.0,1,0.449328964117
Bing Chao Lin,0.0,180.0,26.3737166325,1032.66666667,4.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.15484548538
Mathieu Rodrigues,0.0,0.0,25.864476386,275.0,173.0,2.5,3.0,82.5,42.5,29.0,18.0,11.5,7.5,11.0,2,0.602388423824
Alexander Ward,0.0,0.0,24.7389910346,310.050378766,161.129506905,4.52326997261,2.09307989045,84.837719014,55.5874146029,37.017604685,13.3547148768,12.0930798904,5.66288980828,8.97106473981,2,0.423502834719
Tucker Vorster,0.0,0.0,27.2226466806,361.765047777,127.219064849,1.95714931834,0.782859727335,37.9686967758,24.2686515474,18.0057737287,9.2638401068,6.78478430357,1.43524283345,1.82667269712,2,0.849218483159
Tomas Behrend,0.120434627123,193.0,27.803121876,110.326761779,328.808437308,3.60041860243,4.02981010688,74.7874792166,44.8782100448,30.0941859052,13.7757950436,11.4456152298,4.66326232813,8.21815089505,1,175.19622515
Vincenzo Santopadre,0.0,183.0,29.8507189604,191.900313431,206.274646241,2.78546173177,1.15517187753,49.2260657519,30.3225361077,20.204151201,8.66272816947,7.67151460627,2.1663535325,4.4458693155,2,12.4384261725
Oscar Serrano,0.0,173.0,23.0505357578,176.519795466,216.315418553,1.43702970485,3.95622141487,68.495303093,37.413435264,22.5565142023,14.1535413819,10.8746737707,4.65930691848,9.30644239415,1,17.5633520971
Abdelhak Hameurlaine,0.0,0.0,34.425708563,890.302815276,4.02877300398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.52732491056
Rik De Voest,0.0,180.0,26.2635509645,182.277160599,265.717283385,2.43116857234,1.31432020139,46.2355561675,27.6596884513,19.0066143546,9.11915187572,6.8817288114,2.81038022438,4.54080813055,1,57.3877259442
Ben Ellwood,0.0,178.0,26.3216974675,827.0,11.0,1.0,10.0,67.0,46.0,30.0,7.0,12.0,0.0,5.0,1,1.82211880039
Chris Guccione,0.0464269842633,201.0,21.534532809,193.790762041,346.35391423,12.9107469818,3.05646921393,74.3939248338,44.2766152953,34.8738893391,15.6059884197,11.7351639409,3.39004237881,5.0005740195,2,70.9257744998
Patricio Arquez,0.0,0.0,20.8377823409,266.0,128.0,0.0,1.0,46.0,25.0,9.0,9.0,7.0,1.0,7.0,1,2.22554092849
Rodrigo Rappaccioli,0.0,0.0,19.7727583847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.367879441171
Theodoros Angelinos,0.0,0.0,27.4231249792,559.530192561,55.3858418284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.06888152396
Blaz Rola,0.0,0.0,23.70641063,144.901564814,479.892748374,3.79342333501,3.04579274538,69.9836044569,44.6312281137,30.7730561202,12.0428545302,10.3227086286,4.12530851246,6.61729914178,2,4.88242237808
Andrei Daescu,0.0,0.0,23.5947980835,680.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.246596963942
Alexander Zverev,2.57265219315,0.0,18.5968824272,99.688831414,849.824994756,6.46344767506,4.51466335942,84.2823467369,51.069694578,36.2137958695,16.3873157709,12.9582119876,4.20292105231,7.03471868639,1,14.0384837156
Edgardo Massa,0.0,180.0,23.3094755948,219.292672014,239.019365887,3.21691208217,2.91439072394,79.5509597665,46.3261409894,31.0751261092,16.5522551562,12.0509456835,5.39629811673,8.80689569498,1,26.9190124342
Gustavo Ramirez,0.0,0.0,20.228126868,488.826798966,1.74756396239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8.25509484727
Dusan Vemic,0.0,190.0,28.084853791,349.124232197,101.663846107,5.24230435733,2.77626778108,51.2937940023,32.4981274996,22.6576965426,9.7249593285,8.10059056158,2.52417709777,4.21990397433,1,28.9576273868
Maximilian Marterer,0.0,0.0,20.4130970528,285.17192895,177.353818062,4.29900398387,3.32475099597,69.972592961,44.0240869852,29.4485059758,11.8488379812,10.9244189906,2.80066401075,6.25083001344,2,0.492276883198
Ivo Lagzdins,0.0,0.0,19.75633128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.43656365692
Justin Lunn,0.0,0.0,25.620807666,0.0,0.0,1.0,1.0,48.0,25.0,15.0,6.0,7.0,3.0,8.0,2,0.0907179532894
Pedro Cachin,0.0,0.0,21.0184804928,242.0,214.0,5.0,3.0,84.0,48.0,33.0,19.0,15.0,2.0,6.0,1,0.110803158362
Mathieu Montcourt,0.0,183.0,22.5330638772,151.228696207,324.270556203,1.73710817901,3.92592334542,71.3231912969,46.2206469725,28.3065861625,10.9611501366,11.443836075,4.02067686037,8.42410085635,1,9.42360630102
Julien Jeanpierre,0.0,188.0,24.2666666666,170.2,233.6,3.4,4.2,93.4,61.2,41.2,14.8,14.2,7.6,11.2,1,6.1070137908
Purav Raja,0.0,0.0,21.7960301164,907.0,11.0,1.0,9.0,78.0,28.0,21.0,19.0,9.0,7.0,11.0,1,0.670320046036
Caio Zampieri,0.0,183.0,21.791453064,583.179139613,129.611896367,2.47934510117,1.45497520505,42.2264796555,25.1360271833,16.5874852899,8.50175614652,6.54447159729,1.68306737811,3.58256544897,1,3.37675846962
Hernando Jose Escurra Isnardi,0.0,0.0,0.0,0.0,0.0,2.0,3.0,58.0,34.0,19.0,8.0,9.0,1.0,6.0,2,0.110803158362
Mohamed Wafa,0.0,0.0,24.4079397673,1138.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.82211880039
Sergio Gutierrez Ferrol,0.0,0.0,22.802618575,479.188790669,80.3549040821,7.23688808135,3.28933575594,61.2368880814,30.027097383,23.3688808135,12.6057688949,9.76311191865,2.94755232541,5.81555959323,1,1.04098510374
Marcin Matkowski,0.0,188.0,22.7321170793,761.159374502,10.2050677545,0.525730787359,1.78232706725,15.3203933322,5.7727234414,2.88894052559,2.99064827654,2.35977133171,0.892882736882,2.7803559616,1,9.51057103791
Gabriel Flores Ruiz,0.0,0.0,20.0135371817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.23091763494
Mohammed Noor Noordin,0.0,0.0,20.521560575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.44280551632
Jeff Salzenstein,0.0,185.0,29.3729039997,246.62432271,212.62727328,8.43786879899,4.88332341506,79.3035901201,47.217288195,34.9289570512,14.4036384418,12.0261669411,4.99834215456,7.76654349386,2,54.3704726567
Fritz Wolmarans,0.0,0.0,22.8802625318,528.614404369,71.6467542968,5.22899115805,1.04365922921,22.0481322729,15.6312871775,11.8457172581,3.39724000093,3.84125621606,0.843778224515,1.38773494199,2,3.01373522086
Jesse Witten,0.0,178.0,25.0982263875,254.00166315,181.658982367,6.21433494522,4.53149987038,91.2835974604,48.3238482576,33.4120656894,21.3406483807,14.6536042392,4.85438005173,9.32534443272,1,6.3896679271
Mohammed Fawzy,0.0,0.0,19.4277891855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.49182469764
Daniel Windahl,0.0,0.0,19.6112251882,930.0,16.0,1.0,2.0,65.0,40.5,17.5,9.5,9.5,6.0,13.5,1,0.221606316725
Franco Squillari,3.26269952192,183.0,25.9367814024,48.0415349695,908.210774886,3.6453283499,4.74090007566,73.9247935306,40.8229773342,28.4290857375,15.9633944724,11.2218095901,4.48345600955,7.45274977447,2,428.419101745
Lukas Mugevicius,0.0,0.0,18.415412886,289.44081527,12.6621596216,0.534479048156,0.587926952972,13.3619762039,7.10857134048,4.70341562378,2.61894733597,2.13791619263,0.534479048156,1.44309343002,2,2.07310574183
Louis Vosloo,0.0,178.0,24.2464065708,211.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.64423760078
Ali Ismaeel,0.0,0.0,19.6227813365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.21913168213
Stefan Wauters,0.0,0.0,24.0602327173,212.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.818730753078
Catalin Gard,0.0,0.0,26.1683778234,250.0,151.0,3.0,4.0,64.0,47.0,32.0,6.0,10.0,2.0,5.0,1,0.670320046036
Gwinyai Chingoka,0.0,0.0,20.7748117728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.49182469764
Attila Savolt,0.0,183.0,25.8887962504,112.229413479,379.593315662,4.35892322408,3.51937513672,67.106126113,36.8599649109,26.292370144,14.0203521864,10.4961364565,4.0714813997,7.10662082006,1,158.733808364
Marcin Gawron,0.0,0.0,22.7624914442,362.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.602388423824
Oscar Ortiz,0.0,183.0,27.7453798768,626.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.45108185698
Victor Estrella,0.383302732339,173.0,27.7972545057,431.989698436,244.637216497,0.959865956746,0.65355679178,20.5460884926,13.2870467902,8.88054557779,3.66438867631,3.15159335576,1.10537764006,1.89766643486,1,43.6237472331
