name,avg_seed,avg_ht,avg_age,avg_rank,avg_rank_pts,avg_aces,avg_dfs,avg_svpts,avg_1stIn,avg_1stWon,avg_2ndWon,avg_SvGms,avg_bpSaved,avg_bpFaced,hand,wfactor
Sam Barry,0.0,0.0,21.6149144904,543.770889712,65.8226434067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.60362698504
Marc Rosset,1.06439190186,201.0,30.4931658631,66.3425777556,669.163042266,10.0433864942,6.46123135362,74.6517412729,42.4932631435,33.0455874671,15.1751745839,11.8392655573,3.70171554545,5.89020269211,1,305.81983539
Bob Borella,0.0,0.0,19.9397672827,1149.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.43656365692
Philippos Tsangaridis,0.0,0.0,18.0590816307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.72079104103
Musaad Al Jazzaf,0.0,0.0,18.1450221842,173.094342047,0.430582940416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8.50987795972
Marcus Sarstrand,0.0,183.0,23.6846972341,321.363281462,95.9218975955,1.83967176872,1.58617890877,29.3665469889,15.4541257722,9.92473676814,5.01202958627,4.88528315629,1.4594324788,3.91578606973,1,9.67646292727
Raoul Behr,0.0,0.0,25.4706848411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12.4092629558
Romano Tatuhey,0.0,0.0,23.3214108203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.99628120042
Florian Mayer,1.89941575461,190.0,23.9361161498,60.5484660714,780.716818753,3.98750058202,1.84103655574,70.2005917035,43.2617480217,29.8014347925,13.3580545479,11.0060009039,3.42807242243,6.17531167651,1,238.033763085
Davide Sanguinetti,1.13717696486,188.0,30.0709815569,73.9022212178,544.696818808,5.54184449692,2.43812610602,76.2351992369,43.0558916861,30.3098920035,15.8447769569,11.6028593373,4.17674087204,7.19447615232,1,464.828799955
Aljaz Bedene,0.438500718703,181.0,24.529787177,103.818534755,593.482823135,7.22100598423,2.96674869942,70.3203414939,39.5036289647,29.0172362539,14.761901079,10.9293346963,3.48510792909,6.16392025797,1,21.823332009
Ben Fatael,0.0,0.0,18.1108829569,789.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.135335283237
Mohammed Al Nabhani,0.0,0.0,23.0339364877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.99256240084
Andrey Dernovskiy,0.0,0.0,18.9783971899,899.524443435,13.7483066271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23.6117681701
Hady Habib,0.0,0.0,16.8925393566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.270670566473
Rohan Bopanna,0.0,190.0,26.3161572697,314.789314657,99.3583414241,3.88096474628,1.27347753529,28.1767335725,15.0937287995,12.1210921856,6.3926722563,4.42507510062,1.7274689598,2.51009544072,1,32.5450878111
Igor Kunitsyn,0.78632158399,180.0,26.4406952553,97.2033013169,575.291405433,2.55895112265,1.9933759968,75.0932374777,44.4889698403,28.8262361703,15.2191870524,11.3774851322,4.48624583568,7.99839237695,1,124.873242449
Mohammed Faizal Bin Othman,0.0,0.0,22.9650924025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.818730753078
Mohammed Reza Tavakoli,0.0,0.0,28.2518822724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.71828182846
Ricardo Mena,0.0,0.0,32.7891541869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.04063633374
Alvaro Raposo De Oliveira,0.0,0.0,19.485284052,761.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.367879441171
Julien Benneteau,1.85626165499,185.0,25.7962517985,80.7168096719,680.230567441,4.89122197013,3.15117451892,76.9396024873,49.7040064603,33.6586526552,13.0938990666,11.9202952062,4.27586447284,7.39408779867,1,263.016732314
Valentin Rahmine,0.0,0.0,17.4784394251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.898657928234
Sunil Kumar,0.0,0.0,16.7310061602,1199.0,3.0,2.0,3.0,62.0,32.0,22.0,16.0,10.0,1.0,4.0,1,2.71828182846
Andrea Arnaboldi,0.0,0.0,27.748472115,193.660434241,272.109283423,4.52958272346,3.30403653363,94.2513170393,53.8728173152,35.329520344,19.7840002532,13.8041054252,6.78608272146,11.0245571475,2,1.26065581298
Saeid Ahmadvand,0.0,0.0,28.0410677618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.22140275816
Javier Garcia Sintes,0.0,0.0,22.3983572895,479.0,48.0,2.0,6.0,54.0,32.0,18.0,7.0,8.0,8.0,13.0,1,2.22554092849
Juan Giner,0.0,178.0,23.631228606,314.484959262,119.539623952,0.873253570025,1.81169578036,55.6074120499,35.9834685264,21.5374886333,10.8251152574,9.68858020103,2.12674642998,5.59288864728,1,9.67646292727
Nikola Cacic,0.0,0.0,25.6125941136,761.0,27.0,1.0,2.5,77.0,44.5,26.5,15.0,11.5,4.0,8.0,1,0.221606316725
Francesco Piccari,0.0,0.0,29.231077697,311.428552462,149.096347941,1.0,0.450166002688,47.1511620188,27.5016600269,13.7009960161,9.09966799462,8.45016600269,2.90033200538,7.35049800806,1,0.998140600211
Laurent Hild,0.0,0.0,21.1882272416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.49182469764
Michael Kohlmann,0.0869605390365,188.0,28.4223498306,180.714841786,244.701478136,5.10754636877,2.89682947023,64.1024076095,39.4079705692,27.7028667702,11.3194372128,9.96305493444,3.11848805624,5.74916433738,1,83.8135927206
Cecil Mamiit,0.0550036511705,173.0,25.7531769349,136.525308589,315.700147614,3.28052306566,2.66385309449,75.6069824947,43.7655776233,29.1950310675,15.4648483732,11.5318683664,4.88955696702,8.35369195503,1,198.763401514
Mubarak Al Harrasi,0.0,0.0,21.1741558521,1406.21098937,3.90033200538,1.90033200538,2.90033200538,57.6013280215,30.7009960161,18.1511620188,7.90033200538,7.45016600269,7.90033200538,13.0,2,0.201521111652
Gilbert Wong,0.0,0.0,19.5473483795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.03819948721
Gonzalo Escobar,0.0,0.0,26.073125915,482.14067672,101.554228499,0.562717206237,1.15020407309,18.6549758023,12.8437316017,8.68505140006,3.43044864407,2.93743700116,0.8427395784,1.48584419499,2,1.11005765081
Kento Takeuchi,0.0,0.0,26.7597535934,441.0,92.0,0.0,2.0,43.0,18.0,7.0,8.0,7.0,2.0,8.0,2,0.165298888222
Wisnu Adi Nugroho,0.0,0.0,18.850552411,1799.59668547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.25607955391
Renzo Olivo,0.0,0.0,23.666677858,179.801094579,342.872020915,4.14411648132,5.67479862433,84.408624962,49.1966518018,34.1958291286,17.0908005239,12.2814267653,4.89708099823,8.05455294082,1,3.19304534964
Antonio Veic,0.0,180.0,22.9993326006,196.164647013,280.847368843,2.78551041193,2.62305267609,69.907301823,42.6898123238,27.7887505451,12.551100494,10.9929910375,4.10771567401,7.77580676076,1,10.4802078433
Stefan Kozlov,0.0,0.0,17.3439075437,488.907382816,168.188022332,3.02075722987,3.97537133976,66.1777735573,33.0914374481,21.6080614277,14.0720257038,10.0369411377,5.55660214796,9.99830171585,1,1.1918817645
John Hui,0.0,0.0,23.7480380554,462.095401759,2.25083001344,0.274916998656,0.824750995969,13.7458499328,6.32309096909,3.57392098253,3.02408698522,2.19933598925,1.09966799462,2.19933598925,1,8.09531945777
Rihards Emulins,0.0,0.0,19.8877481177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.670320046036
Mike Urbanija,0.0,0.0,24.5793736758,581.347177954,51.2508300134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.300634171458
Felix Mantilla,2.42985653667,180.0,27.5740469117,60.5571679767,694.757488514,2.7112234385,2.66473445254,73.3559173906,44.0727257448,29.385275203,14.7813911348,11.3721188022,4.06756806434,7.14927116748,1,428.500943414
Dmitriy Makeyev,0.0,0.0,20.5018789823,1098.01168059,5.83467754168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10.1080019508
Andrei Ciumac,0.0,0.0,24.8628670756,1003.43609361,16.2314752165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.584664247354
Tigran Martirosyan,0.0,0.0,17.8973305955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.45108185698
Juan Albert Viloca Puig,0.0,185.0,27.8080058372,181.599382167,218.478038241,2.82235339139,2.46649748485,74.6615987127,46.550394445,30.3051801168,14.6103602337,11.3389639766,4.87302918109,7.81362608178,1,29.1701956417
Russell Moseley,0.0,0.0,29.2861211326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.300634171458
Faisal Aidil,0.0,0.0,17.5386721424,1335.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.818730753078
Chemseddine Belal,0.0,180.0,23.4962354552,553.0,31.0,0.0,1.0,58.0,25.0,15.0,17.0,8.0,5.0,8.0,1,2.22554092849
Mustafa Azkara,0.0,0.0,30.2307547871,757.744749993,13.3417834305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.39490461394
Ingo Neumuller,0.0,183.0,24.3093771389,886.0,8.0,0.0,1.0,54.0,22.0,9.0,16.0,8.0,4.0,9.0,1,1.49182469764
Roberto Carballes Baena,0.0,0.0,22.1565600228,178.646975019,364.634042023,3.09661219102,2.96861768432,76.3633056111,46.2472221336,29.7328642585,14.4049321487,11.1167082406,4.60776348924,8.14653992024,1,3.26174307247
Lamine Ouahab,0.0,185.0,22.3465277962,338.750736387,127.47747311,0.356613808462,0.571505223146,15.8236933242,9.46078743615,6.03976119772,2.79626107083,2.4795186526,0.817946096561,1.72494636453,1,16.232784043
Tadas Babelis,0.0,0.0,19.595657837,1351.38585292,4.0,3.35476960646,2.77384803232,88.3569118061,55.7427647224,34.387995116,16.0975343289,11.5166127547,6.25723527758,9.54769606465,2,0.312324270014
Jad Ballout,0.0,0.0,18.803559206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.135335283237
Jae Sung An,0.0,0.0,21.5485200138,620.018196443,42.9609448208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.5597717742
Alexander Vasquez,0.0,0.0,24.005093566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.94382275695
Blake Strode,0.0,188.0,24.5995893224,393.0,95.0,8.0,3.0,54.0,32.0,24.0,8.0,10.0,2.0,6.0,1,0.246596963942
Jerzy Janowicz,4.42056638098,203.0,22.3469031761,106.917153946,977.517180319,7.43709944045,3.96598492617,66.1027858261,40.7039960362,30.4397488736,12.5385985407,10.3879850826,3.28425274067,5.17063860484,1,36.6785416127
Sun Yong Kim Jr,0.0,0.0,18.4665380188,833.718824356,13.8263258725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.67032004604
Roman Margoulis,0.0,0.0,20.1889117043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.09762327219
Juan Pablo Barboza,0.0,0.0,21.9986310746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.22554092849
Bertrand Madsen,0.0,0.0,31.4436077815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.86926042792
Stefano Ianni,0.0,0.0,25.4757015743,559.0,43.0,1.5,4.0,54.0,30.0,20.5,10.5,7.5,4.5,7.0,1,1.63746150616
Dudi Sela,0.533397391587,175.0,24.9559292689,86.4626318351,663.736278826,1.8189094744,2.28998759776,62.5027920093,37.893197638,25.0945582028,12.3132738419,9.72096025952,3.60213469304,6.38467576583,1,98.60932592
Baris Erguden,0.0,0.0,24.9383376435,1353.35380743,2.79606298034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.614476405113
Nikos Rovas,0.0,0.0,24.8486870802,650.576322534,20.5492818824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.3904405061
Jason Engelhardt,0.0,0.0,25.158110883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.548811636094
Bruno Soares,0.0,180.0,24.4718085603,266.678099874,73.0098544324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.30119421191
Kristian Pless,0.0859026751168,188.0,21.6652429392,131.459181785,358.983567302,5.23007203812,2.99925647195,68.0501596446,41.4514962254,29.0468060573,13.5751799066,10.6524628215,3.70871306472,6.08857782656,1,207.261617915
Yen Hsun Lu,0.415155534095,180.0,24.8284746056,84.836274891,572.294153579,3.44345826935,2.96942974527,62.042974525,37.5035503618,26.2982050417,12.0759912184,9.71257237581,3.35432776529,5.79161999583,1,151.610970638
Tiago Fernandes,0.0,0.0,17.2183436003,937.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.367879441171
Alejandro Falla,0.0234742082824,185.0,24.8528044464,153.82926911,461.652248534,2.82939123826,2.07294310577,69.3494580829,41.6297300408,27.6124578901,13.662082506,10.5788951596,4.10622181546,7.14374536475,2,117.432169493
Erhan Oral,0.0,0.0,29.3187525509,926.446779567,11.3471779543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.8876455139
Srinath Prahlad,0.0,0.0,27.5208761123,385.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.43656365692
Thomas Schoorel,0.0,203.0,22.1063063378,138.618761256,403.398322762,3.12277143538,1.42955212955,48.2832035146,31.0019517797,20.9063652946,7.96375440487,7.31145891084,2.89700886127,4.94095188269,2,2.66823864053
Jan Boruszewski,0.0,0.0,22.71321013,376.0,69.0,9.0,13.0,96.0,46.0,34.0,28.0,14.0,5.0,7.0,1,2.71828182846
Ramon Delgado,0.47097240611,185.0,26.2017973184,149.557463143,304.92758209,4.70785306727,2.28827253627,65.1193403057,39.758207065,26.9469348849,12.473854574,10.2052811213,3.00912018735,5.71415287905,1,162.148824214
Rachid Baba Aissa,0.0,0.0,21.6203333994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.04013351124
Daniel Dutra Da Silva,0.0,175.0,20.5995893224,263.0,274.0,0.0,3.0,72.0,38.0,24.0,16.0,10.0,5.0,9.0,2,0.449328964117
Austin Smith,0.0,0.0,22.6830937714,0.0,0.0,1.0,4.0,48.0,30.0,15.0,10.0,8.0,3.0,7.0,2,0.110803158362
Mauricio Estivariz,0.0,0.0,20.7284447348,991.733863413,9.08319974256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.28957441376
Pavel Baranov,0.0,0.0,19.3456536619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8.15484548538
Sarvar Ikramov,0.0,0.0,21.4990187755,913.04208507,12.3234239043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.92814097322
Josselin Ouanna,0.0,193.0,23.3191447947,148.821079411,397.370379836,6.55056427149,3.24057020695,83.4272171471,48.2247504369,35.642915018,17.3270838384,13.2648615333,3.65901766166,6.7177142911,1,11.1510211721
Radomir Vasek,0.0,188.0,27.832991102,470.0,44.0,2.0,4.0,58.0,32.0,18.0,12.0,9.0,3.0,7.0,1,2.71828182846
Ahmad Rabeea Muhammad,0.0,0.0,19.7834305465,477.230436006,0.445491052494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9.50766395199
Alexander Sadecky,0.0,193.0,23.3449082176,426.543411665,82.3569118061,6.19506865777,4.87138236121,74.7781324315,44.3258284961,33.2282941673,13.7738480323,12.8713823612,1.87138236121,5.16184314828,2,1.03695309426
Harri Heliovaara,0.0,0.0,22.5767710162,400.302726173,81.0163148378,1.00833687285,0.508212428156,15.9415876927,9.61577385843,6.76985531707,2.82458743984,2.42596336815,0.722234006492,1.36412110071,1,3.76636997481
Guillermo Hormazabal,0.0,0.0,18.8119139158,599.227268569,27.4628270029,1.21590922666,1.65665988249,36.5386739303,21.6018570179,13.6456048849,5.95818721654,5.54534644678,1.40211456069,3.98074016236,2,6.38029704008
Eric Taino,0.0,175.0,27.2700022589,253.901207196,161.18215906,4.21504829058,2.25479214619,65.3874026771,34.6387894922,24.1185912213,16.0036063334,10.1580687427,2.76624511747,5.07427154905,2,51.9809158857
Johann Coles,0.0,0.0,20.9609856263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.301194211912
Louis Wessels,0.0,0.0,17.8726899384,0.0,0.0,2.5,4.5,62.0,44.0,28.0,7.0,10.5,3.0,6.5,1,0.221606316725
Solon Peppas,0.0,0.0,26.3796293356,245.763856619,163.890398417,0.0731579381271,0.0731579381271,4.09684453512,2.92631752508,1.39000082441,0.438947628762,0.512105566889,0.219473814381,0.585263505017,1,30.4210450085
Patricio Alvarado,0.0,0.0,17.4866529774,1222.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.670320046036
Robert Lindstedt,0.0,190.0,31.3560017969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.971514257948
Gwinyai Tongoona,0.0,0.0,30.8007608844,952.682664042,10.9492251329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.62111090144
Tim Smyczek,0.0577057171315,175.0,25.2488439764,161.857192812,419.905161908,3.97101461904,2.5679793142,82.4907965732,51.1911947471,33.4118151894,15.9605626161,12.4825848544,4.99975825234,8.49099488581,1,18.7621317213
Eduardo Schwank,1.22787551537,183.0,23.2657235645,84.5251061201,689.385386171,3.77815934547,2.95893317276,75.3984778889,47.0133568184,31.7291225923,14.5090020195,11.501264126,4.06048710112,6.92636628727,1,43.6161156368
Christian Lindell,0.0,0.0,21.1512996273,363.543182152,146.973031258,2.90691186931,2.42738975144,54.1899503179,34.3038815973,19.9423382155,7.95247530213,8.28196878283,3.4182195206,7.2479536856,2,3.26792838019
Juan Carlos Saez,0.0,0.0,23.9945242984,239.0,201.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.40600584971
Andres Pedroso,0.0,0.0,25.5605749487,286.0,114.0,2.0,0.0,41.0,26.0,8.0,8.0,7.0,3.0,8.0,1,1.22140275816
Jurgen Melzer,3.21914095349,183.0,25.0470524227,68.2987726758,821.288221567,4.95705470574,2.74611840079,73.2201063453,44.0650421283,30.8211921563,14.4652582519,11.2228349237,3.96449583791,6.53916142504,2,441.104507704
Marcel Felder,0.0,0.0,21.1683305076,611.713095897,62.3994128281,0.106202141419,0.066376338387,3.54449646987,2.41609871729,1.51338051522,0.637212848515,0.570836510128,0.252230085871,0.411533297999,1,27.7116401802
Ismar Gorcic,0.0,0.0,26.8911704312,579.666666667,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.10363832351
Alan Mackin,0.0,183.0,23.3245819737,286.051680743,126.570529196,1.64690574276,2.76015916003,66.7915802255,43.9182922912,27.0225067306,9.1831355651,9.69468034649,4.55063832792,8.50971873427,1,16.1135497479
Rami Osman,0.0,0.0,19.216779639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.795408600036
Frederik Nielsen,0.0,190.0,25.1087593466,467.546014874,116.4746599,0.971820487244,0.836316646295,23.6278232549,14.1441322075,8.54914713337,4.09467066208,3.58141408447,1.85764443971,3.33934323838,1,18.8300226085
Mathias Hellstrom,0.0,0.0,26.3682409309,534.0,37.0,3.0,3.0,63.0,32.0,16.0,13.0,11.0,3.0,10.0,1,1.22140275816
Brian Vahaly,0.989678037839,183.0,23.855606502,102.126122953,378.860163602,2.76568970938,3.34506669596,79.1840822568,51.0514630755,32.8265275415,14.459747973,12.1439947657,4.32481213324,7.64637233613,1,94.9651829767
Guillermo Carter,0.0,0.0,25.5770020534,904.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.49182469764
Olivier Sajous,0.0,0.0,20.4227952668,254.894413552,16.9196734862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.15397422404
Jose Bernard,0.0,0.0,22.8927989718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.20505215344
Esat Tanik,0.0,0.0,20.4681724846,692.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.22554092849
Greg Jones,0.0,190.0,21.9047543014,287.766514885,174.447368959,7.02715974227,2.91583079707,77.5196029939,47.6448245423,31.5921482618,14.1121938443,11.8183610274,6.79590467464,10.4984499303,1,2.10278427176
Leroy Tujeehut,0.0,0.0,22.2751540041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.49182469764
Komlavi Loglo,0.0,183.0,23.613963039,611.0,36.0,1.0,0.0,44.0,29.0,17.0,9.0,8.0,1.0,4.0,1,0.548811636094
Juan Borba,0.0,0.0,17.8795345654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.661195552886
Naser Al Obaidly,0.0,0.0,18.3618839025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.741024837221
Gert Vilms,0.0,0.0,20.8483516084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.94382275695
Courtney John Lock,0.0,0.0,19.3648186174,2147.0,1.0,0.0,2.5,43.5,31.0,10.0,2.0,7.5,3.0,10.0,1,0.221606316725
Luke Saville,0.0,0.0,20.5179118624,225.590156128,233.027687643,5.76490340653,5.30182504689,98.6456538186,59.2464029414,37.8828679445,19.8158016269,14.8789776679,6.60073871914,10.9358444138,1,1.24456579572
Fredrik Ask,0.0,0.0,19.6577686516,1428.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.735758882343
Igor Chaldounov,0.0,0.0,31.2032854209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.818730753078
Todd Woodbridge,0.0,178.0,29.8151648803,153.498682962,160.511513121,2.85475545835,4.32939949911,83.1559730464,50.2817223853,33.5890291546,15.6747801454,12.6076649633,4.99443204312,8.43246258808,1,54.643279723
Luis Haddock,0.0,0.0,22.0602327173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.44280551632
Yaraslau Shyla,0.0,0.0,23.1590944199,584.173922926,62.5157412887,4.76311191865,3.05244767459,82.4012194708,55.2945770302,40.6617107523,13.0017470914,13.4484258711,4.13199273218,6.94755232541,2,0.467744758324
David Sherwood,0.0,193.0,24.2069518725,355.30152976,110.978484391,2.06110531431,1.71758776192,29.0272331765,14.7712547525,10.6490441239,7.90090370484,4.80924573338,1.20231143334,2.2328640905,1,5.82211880039
Federico Gaio,0.0,0.0,23.8284384706,233.784063742,239.222576366,1.09966799462,3.54983399731,56.3023240376,35.6013280215,23.4501660027,6.54983399731,9.45016600269,3.15116201881,7.05149402419,2,0.246138441599
Ryan Henry,0.0,183.0,18.2477754962,578.0,30.0,10.0,5.0,131.0,74.0,49.0,27.0,21.0,3.0,11.0,1,1.49182469764
Jonas Bjorkman,1.91157409628,183.0,30.5960874352,57.053301996,690.342522299,4.07871834187,2.83480070613,74.2793973668,43.9222825756,30.8672098298,15.251585625,11.4404536997,4.0963048468,6.79646885291,1,581.425438031
Izak Van Der Merwe,0.0,196.0,25.5239759673,303.718009491,220.983870341,2.71002234125,1.57020871906,27.5484532676,15.5338076529,11.6419670245,6.14549072835,4.40099482388,1.17158210513,2.10139536638,1,12.7131881853
Jean Jacques Rakotohasy,0.0,0.0,21.5100454393,0.0,0.0,3.2104987191,2.40787403933,32.104987191,20.0656169944,14.447244236,8.42755913764,5.61837275843,0.802624679775,1.20393701966,2,0.226053236526
Ruan Roelofse,0.0,0.0,23.6153072722,477.587286088,79.5942277705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.33295641857
Lee Childs,0.0,0.0,19.7295002225,383.763443461,74.9866187657,4.20726228405,3.1877389569,71.3969919357,39.6731079111,26.9773554444,15.3115480931,10.6591940764,5.0536259716,8.31040620613,1,22.2576211289
Lorenzo Sonego,0.0,0.0,20.9965776865,333.0,146.0,5.0,4.0,130.0,80.0,47.0,24.0,16.0,9.0,15.0,1,0.110803158362
Scoville Jenkins,0.0,188.0,19.7808034732,313.539313946,112.454601892,6.47147594167,5.33792945977,90.995522984,55.3532309342,36.8891262137,16.8644969331,13.6314079389,6.2422443275,10.4035250443,1,16.3332580002
Leonardo Kirche,0.0,188.0,19.7097878166,682.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.22140275816
Filip Prpic,0.0,173.0,24.2500993567,422.825144637,102.394845796,2.28682704931,2.78361227376,77.0698948797,50.9653036375,29.6172763231,12.3313879266,11.4306189903,5.08990546175,9.79185584135,1,9.20596935397
Kevin Krawietz,0.0,190.0,18.5182696811,455.256434752,22.7695048746,2.40263910284,3.32271649519,59.7291091666,33.8469344178,20.79583626,8.91402526323,9.60075071371,2.52082810605,7.56551038271,1,1.01910492328
Jack Brasington,0.0,188.0,25.6659625728,167.754321595,241.379326085,5.18042220821,9.59123828347,111.246162963,62.5324369171,44.0990604946,20.6970767773,16.6058358434,7.62853146587,12.3668854698,1,18.3674440546
Todd Reid,0.0,180.0,19.5134236494,186.500555887,195.402512467,3.13499582028,1.775524733,70.69641381,49.6202956047,31.8282219537,10.1225682464,10.880111022,4.52266359865,7.61532792876,1,46.7309707829
Gregoire Burquier,0.0,0.0,30.2067077344,205.0,248.0,6.0,2.0,65.0,49.0,27.0,5.0,9.0,9.0,14.0,2,0.165298888222
Miguel Gallardo Valles,0.0,0.0,22.799674328,307.716576808,121.372007793,0.146308912409,0.186968909953,7.7087748683,4.91392649601,2.89321992025,1.24878343623,1.15606967755,0.560471486517,1.08756034239,1,37.5665821034
Minh Quan Do,0.0,0.0,23.8335598371,1068.69260206,1.50308382849,0.0,2.25462574274,39.0801795408,20.2916316847,13.5277544564,4.50925148548,6.76387722822,0.751541914246,4.50925148548,2,1.33059777644
Diego Moyano,0.0,175.0,26.9606694899,182.434369377,226.415725666,4.51959414358,4.51959414358,92.3543436938,51.2521243253,35.2913126125,22.810906756,15.2913126125,3.70868738755,8.4173747751,1,3.44694368665
Alex Llompart,0.0,0.0,22.4615177142,822.925224947,4.45277083665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.3091742734
Bruno Rosa,0.0,0.0,18.4065708419,1124.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.22140275816
